Date,Count,Hour,Seasons,FunctionDay,Count_lag2,Temperature_lag2,Humidity_lag2,Wind_lag2,Visibility_lag2,Solar_lag2,Rainfall_lag2,Snowfall_lag2,ProperHumidity,Workingday,RushHour
2017-12-04,341,15,Winter,Yes,391,0,30,5.4,1938,1.17,0,0,1,1,0
2017-12-04,375,16,Winter,Yes,338,0.1,27,4.5,2000,1.09,0,0,1,1,0
2017-12-04,515,17,Winter,Yes,341,-0.1,25,5.8,2000,0.88,0,0,1,1,1
2017-12-04,807,18,Winter,Yes,375,-0.2,23,4.7,2000,0.55,0,0,1,1,1
2017-12-04,568,19,Winter,Yes,515,-1.3,26,5.3,2000,0.18,0,0,1,1,1
2017-12-04,398,20,Winter,Yes,807,-2.1,29,3.9,2000,0,0,0,1,1,0
2017-12-04,397,21,Winter,Yes,568,-2.9,32,3.2,2000,0,0,0,1,1,0
2017-12-04,353,22,Winter,Yes,398,-3.6,38,3,2000,0,0,0,1,1,0
2017-12-04,248,23,Winter,Yes,397,-4.6,43,4.5,2000,0,0,0,0,1,0
2017-12-05,216,0,Winter,Yes,353,-5.3,45,2.5,2000,0,0,0,0,1,0
2017-12-05,198,1,Winter,Yes,248,-5.8,44,2.4,2000,0,0,0,0,1,0
2017-12-05,124,2,Winter,Yes,216,-6.1,42,2.6,2000,0,0,0,0,1,0
2017-12-05,62,3,Winter,Yes,198,-6.5,41,2.8,2000,0,0,0,0,1,0
2017-12-05,42,4,Winter,Yes,124,-6.8,41,2.5,2000,0,0,0,0,1,0
2017-12-05,82,5,Winter,Yes,62,-6.9,39,2,2000,0,0,0,1,1,0
2017-12-05,172,6,Winter,Yes,42,-7.2,34,3,2000,0,0,0,1,1,0
2017-12-05,381,7,Winter,Yes,82,-7.4,33,2.6,2000,0,0,0,1,1,1
2017-12-05,812,8,Winter,Yes,172,-7.4,34,3.2,2000,0,0,0,1,1,1
2017-12-05,462,9,Winter,Yes,381,-7.5,33,2.2,2000,0,0,0,1,1,0
2017-12-05,269,10,Winter,Yes,812,-8.1,36,1.6,2000,0.01,0,0,1,1,0
2017-12-05,334,11,Winter,Yes,462,-7.6,31,1.3,1974,0.21,0,0,1,1,0
2017-12-05,321,12,Winter,Yes,269,-5.5,26,2.8,1967,0.64,0,0,1,1,0
2017-12-05,325,13,Winter,Yes,334,-3.9,25,0,1959,0,0,0,1,1,0
2017-12-05,334,14,Winter,Yes,321,-2.3,25,0,1962,0,0,0,1,1,0
2017-12-05,353,15,Winter,Yes,325,-1.6,27,0,1955,0,0,0,1,1,0
2017-12-05,435,16,Winter,Yes,334,-1.1,28,0,2000,0,0,0,1,1,0
2017-12-05,529,17,Winter,Yes,353,-0.7,28,0,2000,0,0,0,1,1,1
2017-12-05,789,18,Winter,Yes,435,-0.5,30,0,2000,0,0,0,1,1,1
2017-12-05,597,19,Winter,Yes,529,-1.6,35,0,2000,0,0,0,1,1,1
2017-12-05,418,20,Winter,Yes,789,-2.6,40,0,2000,0,0,0,1,1,0
2017-12-05,415,21,Winter,Yes,597,-3.2,45,0,2000,0,0,0,0,1,0
2017-12-05,393,22,Winter,Yes,418,-3.5,46,0,2000,0,0,0,0,1,0
2017-12-05,244,23,Winter,Yes,415,-3.7,47,0,2000,0,0,0,0,1,0
2017-12-06,145,0,Winter,Yes,393,-2.8,49,0,2000,0,0,0,0,1,0
2017-12-06,144,1,Winter,Yes,244,-2.5,59,0,1210,0,0,0,0,1,0
2017-12-06,117,2,Winter,Yes,145,-2.8,77,0,331,0,0.1,0.1,0,1,0
2017-12-06,78,3,Winter,Yes,144,-3,79,0,293,0,0,0.3,0,1,0
2017-12-06,58,4,Winter,Yes,117,-3,79,0,1862,0,0,0.4,0,1,0
2017-12-06,87,5,Winter,Yes,78,-3.2,78,0,1808,0,0.2,0.4,0,1,0
2017-12-06,142,6,Winter,Yes,58,-3.4,75,0,1982,0,0,0.4,0,1,0
2017-12-06,379,7,Winter,Yes,87,-3.6,76,0,1934,0,0,0.4,0,1,1
2017-12-06,802,8,Winter,Yes,142,-3.7,76,0,1864,0,0,0.4,0,1,1
2017-12-06,440,9,Winter,Yes,379,-4.2,77,0,1741,0,0,0.3,0,1,0
2017-12-06,307,10,Winter,Yes,802,-4.2,78,0,1518,0.01,0,0.2,0,1,0
2017-12-06,381,11,Winter,Yes,440,-3.3,70,0,1324,0.25,0,0.2,0,1,0
2017-12-06,405,12,Winter,Yes,307,-0.9,64,0,1224,0.63,0,0.2,0,1,0
2017-12-06,442,13,Winter,Yes,381,1.6,57,1.2,1261,0.93,0,0,0,1,0
2017-12-06,416,14,Winter,Yes,405,2.4,52,0.9,1224,1.08,0,0,0,1,0
2017-12-06,412,15,Winter,Yes,442,4.2,47,1.1,1469,1.1,0,0,0,1,0
2017-12-06,496,16,Winter,Yes,416,5.5,34,1,1966,0.96,0,0,1,1,0
2017-12-06,239,17,Winter,Yes,412,5.5,31,3.1,1968,0.72,0,0,1,1,1
2017-12-06,204,18,Winter,Yes,496,5.3,37,2.9,2000,0.36,0,0,1,1,1
2017-12-06,205,19,Winter,Yes,239,4.1,60,2.5,1565,0.1,0,0,0,1,1
2017-12-06,190,20,Winter,Yes,204,1.7,90,1,66,0,0.3,0.3,0,1,0
2017-12-06,165,21,Winter,Yes,205,1.2,92,0.7,180,0,0,1,0,1,0
2017-12-06,222,22,Winter,Yes,190,1.2,94,0.6,228,0,0,1,0,1,0
2017-12-06,193,23,Winter,Yes,165,1.1,92,0.5,235,0,0.7,1,0,1,0
2017-12-07,198,0,Winter,Yes,222,1.3,92,0.6,233,0,0,1,0,1,0
2017-12-07,218,1,Winter,Yes,193,1.3,92,0.6,209,0,0,1,0,1,0
2017-12-07,149,2,Winter,Yes,198,1.4,92,0.5,240,0,0,0.9,0,1,0
2017-12-07,102,3,Winter,Yes,218,1.5,92,0.4,227,0,0,0.9,0,1,0
2017-12-07,62,4,Winter,Yes,149,1.4,92,0.7,168,0,0,0.9,0,1,0
2017-12-07,83,5,Winter,Yes,102,1.9,91,1.4,218,0,0,0.9,0,1,0
2017-12-07,137,6,Winter,Yes,62,1.6,92,0.7,119,0,0,0.9,0,1,0
2017-12-07,367,7,Winter,Yes,83,1.5,92,1.1,175,0,0,0.9,0,1,1
2017-12-07,754,8,Winter,Yes,137,1,93,0.5,148,0,0,0.9,0,1,1
2017-12-07,415,9,Winter,Yes,367,0.3,93,0.5,173,0,0,0.9,0,1,0
2017-12-07,321,10,Winter,Yes,754,-0.2,96,0.8,173,0.01,0,0.8,0,1,0
2017-12-07,333,11,Winter,Yes,415,0.1,91,0.8,265,0.14,0,0.8,0,1,0
2017-12-07,431,12,Winter,Yes,321,1.1,83,0.7,311,0.41,0,0.7,0,1,0
2017-12-07,394,13,Winter,Yes,333,2.3,69,1.7,628,0.63,0,0.6,0,1,0
2017-12-07,390,14,Winter,Yes,431,3.7,65,2.4,833,0.98,0,0.3,0,1,0
2017-12-07,430,15,Winter,Yes,394,4.1,37,3.1,1767,1.14,0,0,1,1,0
2017-12-07,471,16,Winter,Yes,390,4.4,36,2.7,1975,1.04,0,0,1,1,0
2017-12-07,552,17,Winter,Yes,430,4,35,3.1,1962,0.84,0,0,1,1,1
2017-12-07,795,18,Winter,Yes,471,3.2,38,2.9,1817,0.51,0,0,1,1,1
2017-12-07,507,19,Winter,Yes,552,2.1,50,2,1434,0.15,0,0,0,1,1
2017-12-07,390,20,Winter,Yes,795,0.7,46,2.7,1558,0,0,0,0,1,0
2017-12-07,402,21,Winter,Yes,507,-0.4,47,2.5,1269,0,0,0,0,1,0
2017-12-07,389,22,Winter,Yes,390,-1.4,47,2.5,1620,0,0,0,0,1,0
2017-12-07,259,23,Winter,Yes,402,-2.2,46,2.2,1975,0,0,0,0,1,0
2017-12-08,233,0,Winter,Yes,389,-2.7,48,2.6,1844,0,0,0,0,1,0
2017-12-08,230,1,Winter,Yes,259,-3.2,50,2.1,1887,0,0,0,0,1,0
2017-12-08,131,2,Winter,Yes,233,-3.5,49,2.6,1893,0,0,0,0,1,0
2017-12-08,99,3,Winter,Yes,230,-3.7,50,2.5,1902,0,0,0,0,1,0
2017-12-08,71,4,Winter,Yes,131,-4.3,53,1,1918,0,0,0,0,1,0
2017-12-08,84,5,Winter,Yes,99,-4.8,52,1.6,1978,0,0,0,0,1,0
2017-12-08,158,6,Winter,Yes,71,-5.3,53,2.4,1936,0,0,0,0,1,0
2017-12-08,387,7,Winter,Yes,84,-5.8,56,2,1941,0,0,0,0,1,1
2017-12-08,780,8,Winter,Yes,158,-6,56,3.5,1853,0,0,0,0,1,1
2017-12-08,395,9,Winter,Yes,387,-6.5,57,0.8,1776,0,0,0,0,1,0
2017-12-08,261,10,Winter,Yes,780,-7,59,0.8,1559,0.01,0,0,0,1,0
2017-12-08,310,11,Winter,Yes,395,-6.7,50,0.9,1492,0.23,0,0,0,1,0
2017-12-08,355,12,Winter,Yes,261,-5.3,44,2.8,1516,0.63,0,0,0,1,0
2017-12-08,354,13,Winter,Yes,310,-3.7,39,1.4,1595,0.93,0,0,1,1,0
2017-12-08,350,14,Winter,Yes,355,-2,30,1.4,1728,1.14,0,0,1,1,0
2017-12-08,362,15,Winter,Yes,354,-1.7,28,1.8,1963,1.22,0,0,1,1,0
2017-12-08,401,16,Winter,Yes,350,-1.3,27,3.1,1906,1.12,0,0,1,1,0
2017-12-08,500,17,Winter,Yes,362,-0.8,26,3.3,1977,0.87,0,0,1,1,1
2017-12-08,752,18,Winter,Yes,401,-1.1,24,3.4,2000,0.56,0,0,1,1,1
2017-12-08,477,19,Winter,Yes,500,-2.4,30,2.7,2000,0.18,0,0,1,1,1
2017-12-08,384,20,Winter,Yes,752,-3.1,33,1.2,2000,0,0,0,1,1,0
2017-12-08,336,21,Winter,Yes,477,-3.3,35,1.1,2000,0,0,0,1,1,0
2017-12-08,347,22,Winter,Yes,384,-3.3,34,1.5,2000,0,0,0,1,1,0
2017-12-08,275,23,Winter,Yes,336,-3.3,35,0.5,2000,0,0,0,1,1,0
2017-12-09,267,0,Winter,Yes,347,-3.4,39,1.2,2000,0,0,0,1,1,0
2017-12-09,296,1,Winter,Yes,275,-3.5,43,0.9,2000,0,0,0,0,1,0
2017-12-09,237,2,Winter,Yes,267,-3.5,48,0.9,1967,0,0,0,0,0,0
2017-12-09,169,3,Winter,Yes,296,-4.1,49,0.6,2000,0,0,0,0,0,0
2017-12-09,96,4,Winter,Yes,237,-4.7,50,0.7,1983,0,0,0,0,0,0
2017-12-09,56,5,Winter,Yes,169,-4.3,47,0.6,1992,0,0,0,0,0,0
2017-12-09,76,6,Winter,Yes,96,-4.3,49,0.7,2000,0,0,0,0,0,0
2017-12-09,127,7,Winter,Yes,56,-4.7,49,0.8,1999,0,0,0,0,0,0
2017-12-09,222,8,Winter,Yes,76,-5.1,53,0.9,1975,0,0,0,0,0,0
2017-12-09,291,9,Winter,Yes,127,-5.5,56,0.8,1950,0,0,0,0,0,0
2017-12-09,273,10,Winter,Yes,222,-5.4,56,0.7,1940,0.01,0,0,0,0,0
2017-12-09,351,11,Winter,Yes,291,-4.7,48,1,1784,0.23,0,0,0,0,0
2017-12-09,427,12,Winter,Yes,273,-2.2,42,1.3,1646,0.61,0,0,0,0,0
2017-12-09,431,13,Winter,Yes,351,0,45,1.1,1500,0.89,0,0,0,0,0
2017-12-09,486,14,Winter,Yes,427,2.4,40,0.8,1809,1.05,0,0,1,0,0
2017-12-09,569,15,Winter,Yes,431,3.9,36,2,1702,1.13,0,0,1,0,0
2017-12-09,546,16,Winter,Yes,486,4.7,32,2.2,1948,1.06,0,0,1,0,0
2017-12-09,481,17,Winter,Yes,569,5.2,30,2,1963,0.84,0,0,1,0,0
2017-12-09,384,18,Winter,Yes,546,4.4,33,1.6,1963,0.4,0,0,1,0,0
2017-12-09,275,19,Winter,Yes,481,3.5,37,1.8,1963,0.1,0,0,1,0,0
2017-12-09,298,20,Winter,Yes,384,2.5,41,1,1974,0,0,0,0,0,0
2017-12-09,321,21,Winter,Yes,275,1.5,48,0.4,1878,0,0,0,0,0,0
2017-12-09,289,22,Winter,Yes,298,0.8,51,1.4,1848,0,0,0,0,0,0
2017-12-09,265,23,Winter,Yes,321,-0.1,55,0.7,1654,0,0,0,0,0,0
2017-12-10,326,0,Winter,Yes,289,-0.5,55,0.6,1655,0,0,0,0,0,0
2017-12-10,280,1,Winter,Yes,265,-0.1,54,1.3,1570,0,0,0,0,0,0
2017-12-10,243,2,Winter,Yes,326,-0.2,55,1,1629,0,0,0,0,0,0
2017-12-10,169,3,Winter,Yes,280,-0.2,54,0.5,1747,0,0,0,0,0,0
2017-12-10,71,4,Winter,Yes,243,0.2,52,0.7,1726,0,0,0,0,0,0
2017-12-10,13,5,Winter,Yes,169,0.3,53,0.5,1748,0,0,0,0,0,0
2017-12-10,9,6,Winter,Yes,71,0.4,52,1.6,1816,0,0,0,0,0,0
2017-12-10,20,7,Winter,Yes,13,0.3,74,1,178,0,0,0.7,0,0,0
2017-12-10,35,8,Winter,Yes,9,-0.5,90,0.9,91,0,2.5,2.7,0,0,0
2017-12-10,31,9,Winter,Yes,20,-0.4,92,1.1,121,0,0,4,0,0,0
2017-12-10,19,10,Winter,Yes,35,-0.2,90,1.2,378,0,0,4.1,0,0,0
2017-12-10,58,11,Winter,Yes,31,0.2,90,1,305,0,1.6,4.3,0,0,0
2017-12-10,119,12,Winter,Yes,19,0.5,91,0.4,143,0,0,4.3,0,0,0
2017-12-10,182,13,Winter,Yes,58,0.9,92,0.9,137,0.03,0,3.9,0,0,0
2017-12-10,235,14,Winter,Yes,119,2.3,88,0.3,245,0.28,0,3.1,0,0,0
2017-12-10,180,15,Winter,Yes,182,3.3,87,1.1,230,0.54,0,2.1,0,0,0
2017-12-10,214,16,Winter,Yes,235,4.2,85,0.7,325,0.65,0,1.4,0,0,0
2017-12-10,226,17,Winter,Yes,180,6.7,63,4.5,715,0.35,0,1,0,0,0
2017-12-10,210,18,Winter,Yes,214,5.4,71,3.5,622,0.2,0,0.5,0,0,0
2017-12-10,181,19,Winter,Yes,226,3.6,65,4.3,1061,0.03,0,0.4,0,0,0
2017-12-10,165,20,Winter,Yes,210,2,61,3,2000,0,0,0,0,0,0
2017-12-10,167,21,Winter,Yes,181,1.6,53,4,2000,0,0,0,0,0,0
2017-12-10,152,22,Winter,Yes,165,0.6,57,3.9,1954,0,0,0,0,0,0
2017-12-10,148,23,Winter,Yes,167,0,59,3,1862,0,0,0,0,0,0
2017-12-11,125,0,Winter,Yes,152,-1,56,4.7,2000,0,0,0,0,0,0
2017-12-11,111,1,Winter,Yes,148,-1.4,43,4.3,2000,0,0,0,0,0,0
2017-12-11,67,2,Winter,Yes,125,-2.5,39,3.4,2000,0,0,0,1,1,0
2017-12-11,45,3,Winter,Yes,111,-3.4,36,3.8,2000,0,0,0,1,1,0
2017-12-11,44,4,Winter,Yes,67,-4.2,35,3.4,2000,0,0,0,1,1,0
2017-12-11,86,5,Winter,Yes,45,-4.7,38,2.4,2000,0,0,0,1,1,0
2017-12-11,136,6,Winter,Yes,44,-5.2,35,3.2,2000,0,0,0,1,1,0
2017-12-11,325,7,Winter,Yes,86,-5.6,38,3.2,1974,0,0,0,1,1,1
2017-12-11,653,8,Winter,Yes,136,-5.9,39,2.9,1979,0,0,0,1,1,1
2017-12-11,326,9,Winter,Yes,325,-6,39,3.1,1996,0,0,0,1,1,0
2017-12-11,212,10,Winter,Yes,653,-6,38,3.6,1994,0.01,0,0,1,1,0
2017-12-11,226,11,Winter,Yes,326,-5.9,36,5.1,1941,0.1,0,0,1,1,0
2017-12-11,247,12,Winter,Yes,212,-5.3,32,4.5,2000,0.62,0,0,1,1,0
2017-12-11,241,13,Winter,Yes,226,-4.7,36,3.8,2000,1,0,0,1,1,0
2017-12-11,253,14,Winter,Yes,247,-5.2,33,4.6,1973,1.26,0,0,1,1,0
2017-12-11,269,15,Winter,Yes,241,-5.4,32,5.1,1986,1.24,0,0,1,1,0
2017-12-11,277,16,Winter,Yes,253,-5.4,31,4.1,1945,1.13,0,0,1,1,0
2017-12-11,361,17,Winter,Yes,269,-5.5,33,4.5,2000,0.92,0,0,1,1,1
2017-12-11,557,18,Winter,Yes,277,-6,40,4,2000,0.55,0,0,1,1,1
2017-12-11,371,19,Winter,Yes,361,-7.1,44,4.2,2000,0.18,0,0,0,1,1
2017-12-11,254,20,Winter,Yes,557,-7.9,43,3.3,2000,0,0,0,0,1,0
2017-12-11,266,21,Winter,Yes,371,-8.6,45,3.9,2000,0,0,0,0,1,0
2017-12-11,222,22,Winter,Yes,254,-9.3,49,3.8,2000,0,0,0,0,1,0
2017-12-11,174,23,Winter,Yes,266,-9.7,51,2.5,2000,0,0,0,0,1,0
2017-12-12,133,0,Winter,Yes,222,-10.2,50,3,2000,0,0,0,0,1,0
2017-12-12,127,1,Winter,Yes,174,-10.7,53,1.2,2000,0,0,0,0,1,0
2017-12-12,95,2,Winter,Yes,133,-11,51,1.1,2000,0,0,0,0,1,0
2017-12-12,54,3,Winter,Yes,127,-11.2,51,1.1,2000,0,0,0,0,1,0
2017-12-12,46,4,Winter,Yes,95,-11.5,50,0.7,2000,0,0,0,0,1,0
2017-12-12,65,5,Winter,Yes,54,-11.6,50,2.2,1995,0,0,0,0,1,0
2017-12-12,104,6,Winter,Yes,46,-11.6,47,2.1,1982,0,0,0,0,1,0
2017-12-12,280,7,Winter,Yes,65,-11.6,45,2.8,1951,0,0,0,0,1,1
2017-12-12,580,8,Winter,Yes,104,-11.8,47,2.5,1973,0,0,0,0,1,1
2017-12-12,275,9,Winter,Yes,280,-12.1,50,2.3,1929,0,0,0,0,1,0
2017-12-12,184,10,Winter,Yes,580,-12.3,52,1.3,1914,0,0,0,0,1,0
2017-12-12,201,11,Winter,Yes,275,-11.8,46,2.9,1956,0.1,0,0,0,1,0
2017-12-12,228,12,Winter,Yes,184,-10.5,45,3.3,1855,0.6,0,0,0,1,0
2017-12-12,225,13,Winter,Yes,201,-9.4,42,3.1,1815,0.93,0,0,0,1,0
2017-12-12,258,14,Winter,Yes,228,-8.3,35,2.9,1967,1.14,0,0,1,1,0
2017-12-12,250,15,Winter,Yes,225,-6.9,37,2.4,1955,1.22,0,0,1,1,0
2017-12-12,248,16,Winter,Yes,258,-5.4,32,2,1930,1.12,0,0,1,1,0
2017-12-12,305,17,Winter,Yes,250,-5.8,30,2.8,2000,0.92,0,0,1,1,1
2017-12-12,529,18,Winter,Yes,248,-6,29,2.8,1983,0.58,0,0,1,1,1
2017-12-12,350,19,Winter,Yes,305,-7,32,2.6,2000,0.19,0,0,1,1,1
2017-12-12,260,20,Winter,Yes,529,-7.7,36,1,2000,0,0,0,1,1,0
2017-12-12,270,21,Winter,Yes,350,-8.2,43,1.1,2000,0,0,0,0,1,0
2017-12-12,256,22,Winter,Yes,260,-8.4,42,1,2000,0,0,0,0,1,0
2017-12-12,173,23,Winter,Yes,270,-8.8,43,1.4,1999,0,0,0,0,1,0
2017-12-13,168,0,Winter,Yes,256,-9,45,1.3,1999,0,0,0,0,1,0
2017-12-13,183,1,Winter,Yes,173,-9.3,47,2.1,2000,0,0,0,0,1,0
2017-12-13,120,2,Winter,Yes,168,-9.5,48,1.3,1996,0,0,0,0,1,0
2017-12-13,79,3,Winter,Yes,183,-10.2,52,1.6,1997,0,0,0,0,1,0
2017-12-13,41,4,Winter,Yes,120,-10.4,53,1.8,1949,0,0,0,0,1,0
2017-12-13,68,5,Winter,Yes,79,-10.9,55,1.8,1913,0,0,0,0,1,0
2017-12-13,109,6,Winter,Yes,41,-11.4,58,1.3,1907,0,0,0,0,1,0
2017-12-13,310,7,Winter,Yes,68,-11.5,58,1.1,1923,0,0,0,0,1,1
