Order_ID,Date,Store_ID,Qty,Product_ID
175,2013-01-01,14,0,10
176,2013-01-01,14,0,11
177,2013-01-01,14,0,12
180,2013-01-01,14,0,15
181,2013-01-01,14,0,16
185,2013-01-01,14,0,20
187,2013-01-01,14,0,22
189,2013-01-01,14,0,24
192,2013-01-01,14,0,27
194,2013-01-01,14,0,29
197,2013-01-01,14,0,32
201,2013-01-01,15,0,3
203,2013-01-01,15,0,5
205,2013-01-01,15,0,7
206,2013-01-01,15,0,8
208,2013-01-01,15,0,10
209,2013-01-01,15,0,11
210,2013-01-01,15,0,12
213,2013-01-01,15,0,15
214,2013-01-01,15,0,16
218,2013-01-01,15,0,20
220,2013-01-01,15,0,22
222,2013-01-01,15,0,24
225,2013-01-01,15,0,27
227,2013-01-01,15,0,29
230,2013-01-01,15,0,32
234,2013-01-01,16,0,3
236,2013-01-01,16,0,5
238,2013-01-01,16,0,7
239,2013-01-01,16,0,8
241,2013-01-01,16,0,10
242,2013-01-01,16,0,11
243,2013-01-01,16,0,12
246,2013-01-01,16,0,15
247,2013-01-01,16,0,16
251,2013-01-01,16,0,20
253,2013-01-01,16,0,22
255,2013-01-01,16,0,24
258,2013-01-01,16,0,27
260,2013-01-01,16,0,29
263,2013-01-01,16,0,32
267,2013-01-01,17,0,3
269,2013-01-01,17,0,5
271,2013-01-01,17,0,7
272,2013-01-01,17,0,8
274,2013-01-01,17,0,10
275,2013-01-01,17,0,11
276,2013-01-01,17,0,12
279,2013-01-01,17,0,15
280,2013-01-01,17,0,16
284,2013-01-01,17,0,20
286,2013-01-01,17,0,22
288,2013-01-01,17,0,24
291,2013-01-01,17,0,27
293,2013-01-01,17,0,29
296,2013-01-01,17,0,32
300,2013-01-01,18,0,3
302,2013-01-01,18,0,5
304,2013-01-01,18,0,7
305,2013-01-01,18,0,8
307,2013-01-01,18,0,10
308,2013-01-01,18,0,11
309,2013-01-01,18,0,12
312,2013-01-01,18,0,15
313,2013-01-01,18,0,16
317,2013-01-01,18,0,20
319,2013-01-01,18,0,22
321,2013-01-01,18,0,24
324,2013-01-01,18,0,27
326,2013-01-01,18,0,29
329,2013-01-01,18,0,32
333,2013-01-01,19,0,3
335,2013-01-01,19,0,5
337,2013-01-01,19,0,7
338,2013-01-01,19,0,8
340,2013-01-01,19,0,10
341,2013-01-01,19,0,11
342,2013-01-01,19,0,12
345,2013-01-01,19,0,15
346,2013-01-01,19,0,16
350,2013-01-01,19,0,20
352,2013-01-01,19,0,22
354,2013-01-01,19,0,24
357,2013-01-01,19,0,27
359,2013-01-01,19,0,29
362,2013-01-01,19,0,32
366,2013-01-01,2,0,3
368,2013-01-01,2,0,5
370,2013-01-01,2,0,7
371,2013-01-01,2,0,8
373,2013-01-01,2,0,10
374,2013-01-01,2,0,11
375,2013-01-01,2,0,12
378,2013-01-01,2,0,15
379,2013-01-01,2,0,16
383,2013-01-01,2,0,20
385,2013-01-01,2,0,22
387,2013-01-01,2,0,24
390,2013-01-01,2,0,27
392,2013-01-01,2,0,29
395,2013-01-01,2,0,32
399,2013-01-01,20,0,3
401,2013-01-01,20,0,5
403,2013-01-01,20,0,7
404,2013-01-01,20,0,8
406,2013-01-01,20,0,10
407,2013-01-01,20,0,11
408,2013-01-01,20,0,12
411,2013-01-01,20,0,15
412,2013-01-01,20,0,16
416,2013-01-01,20,0,20
418,2013-01-01,20,0,22
420,2013-01-01,20,0,24
423,2013-01-01,20,0,27
425,2013-01-01,20,0,29
428,2013-01-01,20,0,32
432,2013-01-01,21,0,3
434,2013-01-01,21,0,5
436,2013-01-01,21,0,7
437,2013-01-01,21,0,8
439,2013-01-01,21,0,10
440,2013-01-01,21,0,11
441,2013-01-01,21,0,12
444,2013-01-01,21,0,15
445,2013-01-01,21,0,16
449,2013-01-01,21,0,20
451,2013-01-01,21,0,22
453,2013-01-01,21,0,24
456,2013-01-01,21,0,27
458,2013-01-01,21,0,29
461,2013-01-01,21,0,32
465,2013-01-01,22,0,3
467,2013-01-01,22,0,5
469,2013-01-01,22,0,7
470,2013-01-01,22,0,8
472,2013-01-01,22,0,10
473,2013-01-01,22,0,11
474,2013-01-01,22,0,12
477,2013-01-01,22,0,15
478,2013-01-01,22,0,16
482,2013-01-01,22,0,20
484,2013-01-01,22,0,22
486,2013-01-01,22,0,24
489,2013-01-01,22,0,27
491,2013-01-01,22,0,29
494,2013-01-01,22,0,32
498,2013-01-01,23,0,3
500,2013-01-01,23,0,5
502,2013-01-01,23,0,7
503,2013-01-01,23,0,8
505,2013-01-01,23,0,10
506,2013-01-01,23,0,11
507,2013-01-01,23,0,12
510,2013-01-01,23,0,15
511,2013-01-01,23,0,16
515,2013-01-01,23,0,20
517,2013-01-01,23,0,22
519,2013-01-01,23,0,24
522,2013-01-01,23,0,27
524,2013-01-01,23,0,29
527,2013-01-01,23,0,32
531,2013-01-01,24,0,3
533,2013-01-01,24,0,5
535,2013-01-01,24,0,7
536,2013-01-01,24,0,8
538,2013-01-01,24,0,10
539,2013-01-01,24,0,11
540,2013-01-01,24,0,12
543,2013-01-01,24,0,15
544,2013-01-01,24,0,16
548,2013-01-01,24,0,20
550,2013-01-01,24,0,22
552,2013-01-01,24,0,24
555,2013-01-01,24,0,27
557,2013-01-01,24,0,29
560,2013-01-01,24,0,32
564,2013-01-01,25,810,3
566,2013-01-01,25,180.589,5
568,2013-01-01,25,186,7
569,2013-01-01,25,143,8
571,2013-01-01,25,46,10
572,2013-01-01,25,29.654999,11
573,2013-01-01,25,700,12
576,2013-01-01,25,0,15
577,2013-01-01,25,0,16
581,2013-01-01,25,2,20
583,2013-01-01,25,105,22
585,2013-01-01,25,110.801,24
588,2013-01-01,25,0,27
590,2013-01-01,25,37.847,29
593,2013-01-01,25,0,32
597,2013-01-01,26,0,3
599,2013-01-01,26,0,5
601,2013-01-01,26,0,7
602,2013-01-01,26,0,8
604,2013-01-01,26,0,10
605,2013-01-01,26,0,11
606,2013-01-01,26,0,12
609,2013-01-01,26,0,15
610,2013-01-01,26,0,16
614,2013-01-01,26,0,20
616,2013-01-01,26,0,22
618,2013-01-01,26,0,24
621,2013-01-01,26,0,27
623,2013-01-01,26,0,29
626,2013-01-01,26,0,32
630,2013-01-01,27,0,3
632,2013-01-01,27,0,5
634,2013-01-01,27,0,7
635,2013-01-01,27,0,8
637,2013-01-01,27,0,10
638,2013-01-01,27,0,11
639,2013-01-01,27,0,12
642,2013-01-01,27,0,15
643,2013-01-01,27,0,16
647,2013-01-01,27,0,20
649,2013-01-01,27,0,22
651,2013-01-01,27,0,24
654,2013-01-01,27,0,27
656,2013-01-01,27,0,29
659,2013-01-01,27,0,32
663,2013-01-01,28,0,3
665,2013-01-01,28,0,5
667,2013-01-01,28,0,7
668,2013-01-01,28,0,8
670,2013-01-01,28,0,10
671,2013-01-01,28,0,11
672,2013-01-01,28,0,12
675,2013-01-01,28,0,15
676,2013-01-01,28,0,16
680,2013-01-01,28,0,20
682,2013-01-01,28,0,22
684,2013-01-01,28,0,24
687,2013-01-01,28,0,27
689,2013-01-01,28,0,29
692,2013-01-01,28,0,32
696,2013-01-01,29,0,3
698,2013-01-01,29,0,5
700,2013-01-01,29,0,7
701,2013-01-01,29,0,8
703,2013-01-01,29,0,10
704,2013-01-01,29,0,11
705,2013-01-01,29,0,12
708,2013-01-01,29,0,15
709,2013-01-01,29,0,16
713,2013-01-01,29,0,20
715,2013-01-01,29,0,22
717,2013-01-01,29,0,24
720,2013-01-01,29,0,27
722,2013-01-01,29,0,29
725,2013-01-01,29,0,32
729,2013-01-01,3,0,3
731,2013-01-01,3,0,5
733,2013-01-01,3,0,7
734,2013-01-01,3,0,8
736,2013-01-01,3,0,10
737,2013-01-01,3,0,11
738,2013-01-01,3,0,12
741,2013-01-01,3,0,15
742,2013-01-01,3,0,16
746,2013-01-01,3,0,20
748,2013-01-01,3,0,22
750,2013-01-01,3,0,24
753,2013-01-01,3,0,27
755,2013-01-01,3,0,29
758,2013-01-01,3,0,32
762,2013-01-01,30,0,3
764,2013-01-01,30,0,5
766,2013-01-01,30,0,7
767,2013-01-01,30,0,8
769,2013-01-01,30,0,10
770,2013-01-01,30,0,11
771,2013-01-01,30,0,12
774,2013-01-01,30,0,15
775,2013-01-01,30,0,16
779,2013-01-01,30,0,20
781,2013-01-01,30,0,22
783,2013-01-01,30,0,24
786,2013-01-01,30,0,27
788,2013-01-01,30,0,29
791,2013-01-01,30,0,32
795,2013-01-01,31,0,3
797,2013-01-01,31,0,5
799,2013-01-01,31,0,7
800,2013-01-01,31,0,8
802,2013-01-01,31,0,10
803,2013-01-01,31,0,11
804,2013-01-01,31,0,12
807,2013-01-01,31,0,15
808,2013-01-01,31,0,16
812,2013-01-01,31,0,20
814,2013-01-01,31,0,22
816,2013-01-01,31,0,24
819,2013-01-01,31,0,27
821,2013-01-01,31,0,29
824,2013-01-01,31,0,32
828,2013-01-01,32,0,3
830,2013-01-01,32,0,5
832,2013-01-01,32,0,7
833,2013-01-01,32,0,8
835,2013-01-01,32,0,10
836,2013-01-01,32,0,11
837,2013-01-01,32,0,12
840,2013-01-01,32,0,15
841,2013-01-01,32,0,16
845,2013-01-01,32,0,20
847,2013-01-01,32,0,22
849,2013-01-01,32,0,24
852,2013-01-01,32,0,27
854,2013-01-01,32,0,29
857,2013-01-01,32,0,32
861,2013-01-01,33,0,3
863,2013-01-01,33,0,5
865,2013-01-01,33,0,7
866,2013-01-01,33,0,8
868,2013-01-01,33,0,10
869,2013-01-01,33,0,11
870,2013-01-01,33,0,12
873,2013-01-01,33,0,15
874,2013-01-01,33,0,16
878,2013-01-01,33,0,20
880,2013-01-01,33,0,22
882,2013-01-01,33,0,24
885,2013-01-01,33,0,27
887,2013-01-01,33,0,29
890,2013-01-01,33,0,32
894,2013-01-01,34,0,3
896,2013-01-01,34,0,5
898,2013-01-01,34,0,7
899,2013-01-01,34,0,8
901,2013-01-01,34,0,10
902,2013-01-01,34,0,11
903,2013-01-01,34,0,12
906,2013-01-01,34,0,15
907,2013-01-01,34,0,16
911,2013-01-01,34,0,20
913,2013-01-01,34,0,22
915,2013-01-01,34,0,24
918,2013-01-01,34,0,27
920,2013-01-01,34,0,29
923,2013-01-01,34,0,32
927,2013-01-01,35,0,3
929,2013-01-01,35,0,5
931,2013-01-01,35,0,7
932,2013-01-01,35,0,8
934,2013-01-01,35,0,10
935,2013-01-01,35,0,11
936,2013-01-01,35,0,12
939,2013-01-01,35,0,15
940,2013-01-01,35,0,16
944,2013-01-01,35,0,20
946,2013-01-01,35,0,22
948,2013-01-01,35,0,24
951,2013-01-01,35,0,27
953,2013-01-01,35,0,29
956,2013-01-01,35,0,32
960,2013-01-01,36,0,3
962,2013-01-01,36,0,5
964,2013-01-01,36,0,7
965,2013-01-01,36,0,8
967,2013-01-01,36,0,10
968,2013-01-01,36,0,11
969,2013-01-01,36,0,12
972,2013-01-01,36,0,15
973,2013-01-01,36,0,16
977,2013-01-01,36,0,20
979,2013-01-01,36,0,22
981,2013-01-01,36,0,24
984,2013-01-01,36,0,27
986,2013-01-01,36,0,29
989,2013-01-01,36,0,32
993,2013-01-01,37,0,3
995,2013-01-01,37,0,5
997,2013-01-01,37,0,7
998,2013-01-01,37,0,8
1000,2013-01-01,37,0,10
1001,2013-01-01,37,0,11
1002,2013-01-01,37,0,12
1005,2013-01-01,37,0,15
1006,2013-01-01,37,0,16
1010,2013-01-01,37,0,20
1012,2013-01-01,37,0,22
1014,2013-01-01,37,0,24
1017,2013-01-01,37,0,27
1019,2013-01-01,37,0,29
1022,2013-01-01,37,0,32
1026,2013-01-01,38,0,3
1028,2013-01-01,38,0,5
1030,2013-01-01,38,0,7
1031,2013-01-01,38,0,8
1033,2013-01-01,38,0,10
1034,2013-01-01,38,0,11
1035,2013-01-01,38,0,12
1038,2013-01-01,38,0,15
1039,2013-01-01,38,0,16
1043,2013-01-01,38,0,20
1045,2013-01-01,38,0,22
1047,2013-01-01,38,0,24
1050,2013-01-01,38,0,27
1052,2013-01-01,38,0,29
1055,2013-01-01,38,0,32
1059,2013-01-01,39,0,3
1061,2013-01-01,39,0,5
1063,2013-01-01,39,0,7
1064,2013-01-01,39,0,8
1066,2013-01-01,39,0,10
1067,2013-01-01,39,0,11
1068,2013-01-01,39,0,12
1071,2013-01-01,39,0,15
1072,2013-01-01,39,0,16
1076,2013-01-01,39,0,20
1078,2013-01-01,39,0,22
1080,2013-01-01,39,0,24
1083,2013-01-01,39,0,27
1085,2013-01-01,39,0,29
1088,2013-01-01,39,0,32
1092,2013-01-01,4,0,3
1094,2013-01-01,4,0,5
1096,2013-01-01,4,0,7
1097,2013-01-01,4,0,8
1099,2013-01-01,4,0,10
1100,2013-01-01,4,0,11
1101,2013-01-01,4,0,12
1104,2013-01-01,4,0,15
1105,2013-01-01,4,0,16
1109,2013-01-01,4,0,20
1111,2013-01-01,4,0,22
1113,2013-01-01,4,0,24
1116,2013-01-01,4,0,27
1118,2013-01-01,4,0,29
1121,2013-01-01,4,0,32
1125,2013-01-01,40,0,3
1127,2013-01-01,40,0,5
1129,2013-01-01,40,0,7
1130,2013-01-01,40,0,8
1132,2013-01-01,40,0,10
1133,2013-01-01,40,0,11
1134,2013-01-01,40,0,12
1137,2013-01-01,40,0,15
1138,2013-01-01,40,0,16
1142,2013-01-01,40,0,20
1144,2013-01-01,40,0,22
1146,2013-01-01,40,0,24
1149,2013-01-01,40,0,27
1151,2013-01-01,40,0,29
1154,2013-01-01,40,0,32
1158,2013-01-01,41,0,3
1160,2013-01-01,41,0,5
1162,2013-01-01,41,0,7
1163,2013-01-01,41,0,8
1165,2013-01-01,41,0,10
1166,2013-01-01,41,0,11
1167,2013-01-01,41,0,12
1170,2013-01-01,41,0,15
1171,2013-01-01,41,0,16
1175,2013-01-01,41,0,20
1177,2013-01-01,41,0,22
1179,2013-01-01,41,0,24
1182,2013-01-01,41,0,27
1184,2013-01-01,41,0,29
1187,2013-01-01,41,0,32
1191,2013-01-01,42,0,3
1193,2013-01-01,42,0,5
1195,2013-01-01,42,0,7
1196,2013-01-01,42,0,8
1198,2013-01-01,42,0,10
1199,2013-01-01,42,0,11
1200,2013-01-01,42,0,12
1203,2013-01-01,42,0,15
1204,2013-01-01,42,0,16
1208,2013-01-01,42,0,20
1210,2013-01-01,42,0,22
1212,2013-01-01,42,0,24
1215,2013-01-01,42,0,27
1217,2013-01-01,42,0,29
1220,2013-01-01,42,0,32
1224,2013-01-01,43,0,3
1226,2013-01-01,43,0,5
1228,2013-01-01,43,0,7
1229,2013-01-01,43,0,8
1231,2013-01-01,43,0,10
1232,2013-01-01,43,0,11
1233,2013-01-01,43,0,12
1236,2013-01-01,43,0,15
1237,2013-01-01,43,0,16
1241,2013-01-01,43,0,20
1243,2013-01-01,43,0,22
1245,2013-01-01,43,0,24
1248,2013-01-01,43,0,27
1250,2013-01-01,43,0,29
1253,2013-01-01,43,0,32
1257,2013-01-01,44,0,3
1259,2013-01-01,44,0,5
1261,2013-01-01,44,0,7
1262,2013-01-01,44,0,8
1264,2013-01-01,44,0,10
1265,2013-01-01,44,0,11
1266,2013-01-01,44,0,12
1269,2013-01-01,44,0,15
1270,2013-01-01,44,0,16
1274,2013-01-01,44,0,20
1276,2013-01-01,44,0,22
1278,2013-01-01,44,0,24
1281,2013-01-01,44,0,27
1283,2013-01-01,44,0,29
1286,2013-01-01,44,0,32
1290,2013-01-01,45,0,3
1292,2013-01-01,45,0,5
1294,2013-01-01,45,0,7
1295,2013-01-01,45,0,8
1297,2013-01-01,45,0,10
1298,2013-01-01,45,0,11
1299,2013-01-01,45,0,12
1302,2013-01-01,45,0,15
1303,2013-01-01,45,0,16
1307,2013-01-01,45,0,20
1309,2013-01-01,45,0,22
1311,2013-01-01,45,0,24
1314,2013-01-01,45,0,27
1316,2013-01-01,45,0,29
1319,2013-01-01,45,0,32
1323,2013-01-01,46,0,3
1325,2013-01-01,46,0,5
1327,2013-01-01,46,0,7
1328,2013-01-01,46,0,8
1330,2013-01-01,46,0,10
1331,2013-01-01,46,0,11
1332,2013-01-01,46,0,12
1335,2013-01-01,46,0,15
1336,2013-01-01,46,0,16
1340,2013-01-01,46,0,20
1342,2013-01-01,46,0,22
1344,2013-01-01,46,0,24
1347,2013-01-01,46,0,27
1349,2013-01-01,46,0,29
1352,2013-01-01,46,0,32
1356,2013-01-01,47,0,3
1358,2013-01-01,47,0,5
1360,2013-01-01,47,0,7
1361,2013-01-01,47,0,8
1363,2013-01-01,47,0,10
1364,2013-01-01,47,0,11
1365,2013-01-01,47,0,12
1368,2013-01-01,47,0,15
1369,2013-01-01,47,0,16
1373,2013-01-01,47,0,20
1375,2013-01-01,47,0,22
1377,2013-01-01,47,0,24
1380,2013-01-01,47,0,27
1382,2013-01-01,47,0,29
1385,2013-01-01,47,0,32
1389,2013-01-01,48,0,3
1391,2013-01-01,48,0,5
1393,2013-01-01,48,0,7
1394,2013-01-01,48,0,8
1396,2013-01-01,48,0,10
1397,2013-01-01,48,0,11
1398,2013-01-01,48,0,12
1401,2013-01-01,48,0,15
1402,2013-01-01,48,0,16
1406,2013-01-01,48,0,20
1408,2013-01-01,48,0,22
1410,2013-01-01,48,0,24
1413,2013-01-01,48,0,27
1415,2013-01-01,48,0,29
1418,2013-01-01,48,0,32
1422,2013-01-01,49,0,3
1424,2013-01-01,49,0,5
1426,2013-01-01,49,0,7
1427,2013-01-01,49,0,8
1429,2013-01-01,49,0,10
1430,2013-01-01,49,0,11
1431,2013-01-01,49,0,12
1434,2013-01-01,49,0,15
1435,2013-01-01,49,0,16
1439,2013-01-01,49,0,20
1441,2013-01-01,49,0,22
1443,2013-01-01,49,0,24
1446,2013-01-01,49,0,27
1448,2013-01-01,49,0,29
1451,2013-01-01,49,0,32
1455,2013-01-01,5,0,3
1457,2013-01-01,5,0,5
1459,2013-01-01,5,0,7
1460,2013-01-01,5,0,8
1462,2013-01-01,5,0,10
1463,2013-01-01,5,0,11
1464,2013-01-01,5,0,12
1467,2013-01-01,5,0,15
1468,2013-01-01,5,0,16
1472,2013-01-01,5,0,20
1474,2013-01-01,5,0,22
1476,2013-01-01,5,0,24
1479,2013-01-01,5,0,27
1481,2013-01-01,5,0,29
1484,2013-01-01,5,0,32
1488,2013-01-01,50,0,3
1490,2013-01-01,50,0,5
1492,2013-01-01,50,0,7
1493,2013-01-01,50,0,8
1495,2013-01-01,50,0,10
1496,2013-01-01,50,0,11
1497,2013-01-01,50,0,12
1500,2013-01-01,50,0,15
1501,2013-01-01,50,0,16
1505,2013-01-01,50,0,20
1507,2013-01-01,50,0,22
1509,2013-01-01,50,0,24
1512,2013-01-01,50,0,27
1514,2013-01-01,50,0,29
1517,2013-01-01,50,0,32
1521,2013-01-01,51,0,3
1523,2013-01-01,51,0,5
1525,2013-01-01,51,0,7
1526,2013-01-01,51,0,8
1528,2013-01-01,51,0,10
1529,2013-01-01,51,0,11
1530,2013-01-01,51,0,12
1533,2013-01-01,51,0,15
1534,2013-01-01,51,0,16
1538,2013-01-01,51,0,20
1540,2013-01-01,51,0,22
1542,2013-01-01,51,0,24
1545,2013-01-01,51,0,27
1547,2013-01-01,51,0,29
1550,2013-01-01,51,0,32
1554,2013-01-01,52,0,3
1556,2013-01-01,52,0,5
1558,2013-01-01,52,0,7
1559,2013-01-01,52,0,8
1561,2013-01-01,52,0,10
1562,2013-01-01,52,0,11
1563,2013-01-01,52,0,12
1566,2013-01-01,52,0,15
1567,2013-01-01,52,0,16
1571,2013-01-01,52,0,20
1573,2013-01-01,52,0,22
1575,2013-01-01,52,0,24
1578,2013-01-01,52,0,27
1580,2013-01-01,52,0,29
1583,2013-01-01,52,0,32
1587,2013-01-01,53,0,3
1589,2013-01-01,53,0,5
1591,2013-01-01,53,0,7
1592,2013-01-01,53,0,8
1594,2013-01-01,53,0,10
1595,2013-01-01,53,0,11
1596,2013-01-01,53,0,12
1599,2013-01-01,53,0,15
1600,2013-01-01,53,0,16
1604,2013-01-01,53,0,20
1606,2013-01-01,53,0,22
1608,2013-01-01,53,0,24
1611,2013-01-01,53,0,27
1613,2013-01-01,53,0,29
1616,2013-01-01,53,0,32
1620,2013-01-01,54,0,3
1622,2013-01-01,54,0,5
1624,2013-01-01,54,0,7
1625,2013-01-01,54,0,8
1627,2013-01-01,54,0,10
1628,2013-01-01,54,0,11
1629,2013-01-01,54,0,12
1632,2013-01-01,54,0,15
1633,2013-01-01,54,0,16
1637,2013-01-01,54,0,20
1639,2013-01-01,54,0,22
1641,2013-01-01,54,0,24
1644,2013-01-01,54,0,27
1646,2013-01-01,54,0,29
1649,2013-01-01,54,0,32
1653,2013-01-01,6,0,3
1655,2013-01-01,6,0,5
1657,2013-01-01,6,0,7
1658,2013-01-01,6,0,8
1660,2013-01-01,6,0,10
1661,2013-01-01,6,0,11
1662,2013-01-01,6,0,12
1665,2013-01-01,6,0,15
1666,2013-01-01,6,0,16
1670,2013-01-01,6,0,20
1672,2013-01-01,6,0,22
1674,2013-01-01,6,0,24
1677,2013-01-01,6,0,27
1679,2013-01-01,6,0,29
1682,2013-01-01,6,0,32
1686,2013-01-01,7,0,3
1688,2013-01-01,7,0,5
1690,2013-01-01,7,0,7
1691,2013-01-01,7,0,8
1693,2013-01-01,7,0,10
1694,2013-01-01,7,0,11
1695,2013-01-01,7,0,12
1698,2013-01-01,7,0,15
1699,2013-01-01,7,0,16
1703,2013-01-01,7,0,20
1705,2013-01-01,7,0,22
1707,2013-01-01,7,0,24
1710,2013-01-01,7,0,27
1712,2013-01-01,7,0,29
1715,2013-01-01,7,0,32
1719,2013-01-01,8,0,3
1721,2013-01-01,8,0,5
1723,2013-01-01,8,0,7
1724,2013-01-01,8,0,8
1726,2013-01-01,8,0,10
1727,2013-01-01,8,0,11
1728,2013-01-01,8,0,12
1731,2013-01-01,8,0,15
1732,2013-01-01,8,0,16
1736,2013-01-01,8,0,20
1738,2013-01-01,8,0,22
1740,2013-01-01,8,0,24
1743,2013-01-01,8,0,27
1745,2013-01-01,8,0,29
1748,2013-01-01,8,0,32
1752,2013-01-01,9,0,3
1754,2013-01-01,9,0,5
1756,2013-01-01,9,0,7
1757,2013-01-01,9,0,8
1759,2013-01-01,9,0,10
1760,2013-01-01,9,0,11
1761,2013-01-01,9,0,12
1764,2013-01-01,9,0,15
1765,2013-01-01,9,0,16
1769,2013-01-01,9,0,20
1771,2013-01-01,9,0,22
1773,2013-01-01,9,0,24
1776,2013-01-01,9,0,27
1778,2013-01-01,9,0,29
1781,2013-01-01,9,0,32
1785,2013-01-02,1,1091,3
1787,2013-01-02,1,470.652,5
1789,2013-01-02,1,1060,7
1790,2013-01-02,1,579,8
1792,2013-01-02,1,246,10
1793,2013-01-02,1,131,11
1794,2013-01-02,1,2652,12
1797,2013-01-02,1,0,15
1798,2013-01-02,1,0,16
1802,2013-01-02,1,10,20
1804,2013-01-02,1,67,22
1806,2013-01-02,1,369.101,24
1809,2013-01-02,1,0,27
1811,2013-01-02,1,47,29
1814,2013-01-02,1,38.029,32
1818,2013-01-02,10,396,3
1820,2013-01-02,10,151,5
1822,2013-01-02,10,1110,7
1823,2013-01-02,10,101,8
1825,2013-01-02,10,57,10
1826,2013-01-02,10,41.164,11
1827,2013-01-02,10,2579,12
1830,2013-01-02,10,0,15
1831,2013-01-02,10,0,16
1835,2013-01-02,10,0,20
1837,2013-01-02,10,6,22
1839,2013-01-02,10,291.14,24
1842,2013-01-02,10,0,27
1844,2013-01-02,10,26,29
1847,2013-01-02,10,3,32
1851,2013-01-02,11,3443,3
1853,2013-01-02,11,763,5
1855,2013-01-02,11,3260,7
1856,2013-01-02,11,296,8
1858,2013-01-02,11,140,10
1859,2013-01-02,11,57.771,11
1860,2013-01-02,11,7736,12
1863,2013-01-02,11,0,15
1864,2013-01-02,11,0,16
1868,2013-01-02,11,0,20
1870,2013-01-02,11,29,22
1872,2013-01-02,11,832.541,24
1875,2013-01-02,11,0,27
1877,2013-01-02,11,31,29
1880,2013-01-02,11,5,32
1884,2013-01-02,12,682,3
1886,2013-01-02,12,337,5
1888,2013-01-02,12,1092,7
1889,2013-01-02,12,151,8
1891,2013-01-02,12,75,10
1892,2013-01-02,12,14,11
1893,2013-01-02,12,2677,12
1896,2013-01-02,12,0,15
1897,2013-01-02,12,0,16
1901,2013-01-02,12,0,20
1903,2013-01-02,12,36,22
1905,2013-01-02,12,232.349,24
1908,2013-01-02,12,0,27
1910,2013-01-02,12,41,29
1913,2013-01-02,12,9,32
1917,2013-01-02,13,767,3
1919,2013-01-02,13,231,5
1921,2013-01-02,13,1000,7
1922,2013-01-02,13,111,8
1924,2013-01-02,13,48,10
1925,2013-01-02,13,28.541,11
1926,2013-01-02,13,2587,12
1929,2013-01-02,13,0,15
1930,2013-01-02,13,0,16
1934,2013-01-02,13,0,20
1936,2013-01-02,13,17,22
1938,2013-01-02,13,137.91,24
1941,2013-01-02,13,0,27
1943,2013-01-02,13,25,29
1946,2013-01-02,13,1,32
1950,2013-01-02,14,744,3
1952,2013-01-02,14,409,5
1954,2013-01-02,14,1716,7
1955,2013-01-02,14,154,8
1957,2013-01-02,14,53,10
1958,2013-01-02,14,119.343,11
1959,2013-01-02,14,3257,12
1962,2013-01-02,14,0,15
1963,2013-01-02,14,0,16
1967,2013-01-02,14,0,20
1969,2013-01-02,14,10,22
1971,2013-01-02,14,368.732,24
