v021,v087,v088,v089,v114,v115,v116,v117,v118,v120,v121,v157,v222,v223,v224,v249,v250,v251,v252,v253,v255,v256,v292,v360,v361,v362,v387,v388,v389,v390,v391,v393,v394,v430,v494,v495,v496,v521,v522,v523,v524,v525,v527,v528,v571,v572,v573,v574,v575,v576,v577,v578,defeat
1.398,2.3918,0.9862,1888.1251,0.9366,0.0,789.6447,0.9907,57.9328,0.9631,6.4295,0.0343,0.1002,0.002,149.5063,0.025,0.0,106.5901,0.0014,3.5718,0.0198,0.3643,0.0116,0.0321,0.0007,55.2702,0.0084,0.0,28.9851,0.0004,1.052,0.006,0.1201,2.4549,4.1878,0.1989999999999999,7.9182,2.6646,0.0,13.4985,0.1422,6.1654,2.0569,5.6657,537.86,2.4783,5.77,0.3722,1.9771,0.121,1.0728,15.0173,0
1.4068,2.4398,0.9881,1820.2068,0.9405,0.0,672.3211,0.991,58.7063,0.9649,6.4203,0.0526,0.0306,0.002,91.2612,0.0089,0.0,62.827,0.0008,1.76,0.0228,0.4782,0.0223,0.0117,0.0007,28.6439,0.0034,0.0,23.954,0.0002,0.5209,0.0067,0.1585,3.7398,1.2556,0.2063,5.0138,0.9507,0.0,9.3448,0.0798,2.998,2.3624,7.4487,532.5973,2.3271,9.02,0.1828,3.1887,0.0581,1.6936,7.8563,0
1.4083,2.4296,0.9912,1736.6114,0.9569,0.0,724.8528,0.9905,57.8123,0.9629,6.4546,0.0714,0.0466,0.002,73.2539,0.0343,0.0,78.883,0.0018,3.5479,0.0272,0.4201,0.0269,0.0139999999999999,0.0007,30.0215,0.0097,0.0,23.079,0.0005,1.0734,0.0085,0.1466,5.0686,1.9178,0.2043,4.2182,3.5877,0.0,10.8826,0.1832,6.1369,2.8278,6.5088,535.9764,2.6756,8.53,0.3616,2.9955,0.1038,1.5915,13.5155,0
1.4291,2.4313,0.9683,1822.7265,0.9397,0.0,700.3262,0.9907,58.6432,0.9666,6.3619,0.0231,0.0421,0.0095,126.2572,0.0198,0.0,42.5129,0.0012,1.6776,0.0257,0.5507,0.0094,0.0152,0.0033,54.3035,0.0069999999999999,0.0,16.2966,0.0004,0.5755,0.0089,0.1909,1.6129,1.7322,0.98,6.9268,2.1078,0.0,6.0704,0.1178,2.8606,2.659,8.6556,536.6509,2.4087,5.86,0.3071,2.1212,0.0862,1.092,12.7505,0
1.4253,2.3807,0.9895,1815.5561,0.934,0.0,765.3155,0.9905,57.3568,0.9663,6.4454,0.052,0.0557,0.0019,123.6598,0.0201,0.0,129.1138,0.0017,4.1451,0.0226,0.4827,0.0211,0.0181,0.0007,39.6639,0.0056,0.0,40.6524,0.0005,1.2662,0.0074,0.1667,3.6463,2.3416,0.1926,6.8111,2.1535,0.0,16.8707,0.1733,7.2268,2.3369,7.4892,535.3036,2.3086,8.3,0.3541,2.7097,0.1137,1.5505,15.3404,0
1.4119,2.4403,0.9897,1782.0579,0.971,0.0,703.9214,0.9908,57.7658,0.9649,6.3922,0.064,0.0862,0.0014,127.7313,0.006,0.0,183.4106,0.0009,2.1083,0.0277,0.5815,0.0259,0.0278,0.0005,50.2701,0.0019,0.0,52.4028,0.0003,0.6861,0.0094,0.1995,4.5321,3.5326,0.1425,7.1676,0.6179,0.0,26.0556,0.0902,3.6497,2.8664,9.0976,533.9909,2.2169,8.91,0.3058,3.027,0.1087,1.6686,13.7963,0
1.4280000000000002,2.4036,0.9861,1873.7985,0.9458,0.0,753.2087,0.9905,60.0756,0.9812,6.1882,0.0418,0.0695,0.005,141.502,0.0098,0.0,102.539,0.0016,4.5587,0.0028,0.6254,0.0143,0.0222,0.0019,42.3312,0.003,0.0,28.0441,0.0005,1.3227,0.0008,0.2006,2.9264,2.8899,0.5035,7.5516,1.0382,0.0,13.6136,0.1592,7.5883,0.2869,10.1059,536.01,2.135,9.5601,0.3986,3.3635,0.1109,1.7836,18.6723,0
1.4116,2.4227,0.9869,1755.0772,0.9251,0.0,675.9991,0.9909,57.2871,0.9631,6.4501,0.0793,0.0305,0.0021,78.5955,0.0135,0.0,48.0087,0.0012,2.6114,0.0317,0.6042,0.0264,0.0111,0.0007,24.088,0.004,0.0,16.9252,0.0003,0.8312,0.0101,0.1994,5.62,1.2571,0.2117,4.4782,1.4566,0.0,7.1019,0.1242,4.5584,3.2908,9.367,531.2564,2.3999,11.93,0.261,4.0468,0.072,2.2456,10.8757,0
1.4166,2.3311,0.9861,1873.7985,0.9401,0.0,737.6567,0.9908,58.5029,0.9805,6.323,0.0445,0.0966,0.005,141.502,0.0177,0.0,130.3068,0.0008,1.1245,0.0039,0.4137,0.0146,0.0314,0.0019,42.3312,0.0063,0.0,44.7703,0.0003,0.3918,0.0012,0.1298,3.1434,4.1444,0.5035,7.5516,1.8833,0.0,17.665,0.0839,1.9222,0.3941,6.5424,536.6882,2.1806,6.58,0.2566,2.3367,0.0884,1.226,11.768,0
1.4212,2.3732,0.9813,1837.9621,0.9648,0.0,840.1645,0.9911,58.9739,0.9634,6.3438,0.0282,0.1196,0.0314,146.9264,0.0036,0.0,71.6711,0.0009,2.2567,0.0188,0.4442,0.0087,0.0354,0.0094,46.5318,0.0013,0.0,24.152,0.0003,0.5979,0.005,0.1471,1.9871,5.0386,3.2017,7.994,0.3693,0.0,8.5306,0.0911,3.8265,1.9486,7.0028,534.15,2.3534,8.42,0.3606,2.9357,0.1164,1.5763,15.3241,0
1.4149,2.3347,0.9796,1863.6721,0.9404,0.0,700.5112,0.9915,58.391000000000005,0.9704,6.3029,0.0821,0.0634,0.0058,65.1812,0.0217,0.0,135.5337,0.0009,3.3326,0.0201,0.569,0.0293,0.0183,0.0021,26.8778,0.0077,0.0,47.3935,0.0003,0.9325,0.0069,0.1855,5.8047,2.714,0.5902,3.4975,2.3052,0.0,19.3478,0.0954,5.7074,2.0674,9.0278,533.2545,2.3218,7.0699,0.3747,2.2791,0.1121,1.3258,16.1391,0
1.3873,2.4292,0.9681,1843.4549,0.9571,0.0,730.2316,0.9912,56.6221,0.9793,6.3011,0.0663,0.031,0.0106,93.9828,0.024,0.0,148.5938,0.002,3.3807,0.0041,0.6383,0.0213,0.0104,0.0036,32.6672,0.0083,0.0,55.0473,0.0006,1.0039,0.0012,0.2004,4.7819,1.2776,1.09,5.0982,2.508,0.0,20.3489,0.1998,5.9707,0.4151,10.1297,531.2564,2.3999,11.93,0.261,4.0468,0.072,2.2456,10.8757,0
1.4065,2.4345,0.9877,1829.7017,0.9627,0.0,767.6853,0.9908,58.8432,0.9675,6.3896,0.0663,0.0425,0.0016,110.756,0.0103,0.0,92.5898,0.0007,3.0621,0.0184,0.4689,0.0245,0.0153,0.0005,36.4519,0.0036,0.0,29.3465,0.0003,0.7708,0.0061,0.1637,4.716,1.7473,0.1633,6.0532,1.0678,0.0,12.0609,0.0713,5.2038,1.906,7.3386,535.5664,1.9829,7.02,0.1694,2.5787,0.0549,1.3108,8.5456,0
1.4057,2.4644,0.9877,1808.6103,0.9437,0.0,671.1313,0.9916,57.3599,0.9781,6.3385,0.0527,0.0329,0.0012,137.5465,0.0186,0.0,124.1613,0.0011,2.1225,0.0053,0.5381,0.0182,0.0119,0.0004,57.6533,0.006,0.0,38.9113,0.0003,0.7412,0.0016,0.1682,3.7491,1.3361,0.1237,7.6051,1.9744,0.0,18.5003,0.1159,3.7003,0.5405,8.4898,536.6509,2.4087,5.86,0.3071,2.1212,0.0862,1.092,12.7505,0
1.4283,2.3741,0.9891,1812.2497,0.9514,0.0,739.1452,0.9915,56.5094,0.9649,6.4416,0.0493,0.0288,0.0014,128.1179,0.0143,0.0,121.715,0.0024,3.5308,0.026,0.4791,0.0145,0.0116,0.0005,43.3283,0.0041,0.0,34.6353,0.0007,1.0356,0.0081,0.1677,3.4543,1.2143,0.1416,7.0696,1.5003,0.0,16.467,0.24,6.2482,2.6967,7.4371,533.64,2.3592,10.52,0.3321,3.9085,0.0963,1.9714,14.0763,0
1.3937,2.3581,0.9688,1889.1991,0.9355,0.0,850.2460000000001,0.9907,58.4384,0.9747,5.8415,0.0279999999999999,0.0609,0.0056,114.1963,0.0175,0.0,75.5993,0.0008,1.8358,0.0116,0.2163,0.0119,0.0182,0.0017,35.2525,0.0065,0.0,26.7528,0.0003,0.5997,0.004,0.0694,2.0054,2.5836,0.5785,6.0447,1.8728,0.0,8.8915,0.0835,3.1415,1.1919,3.7023,535.0509,1.6984,7.71,0.2835,2.7384,0.0854,1.4409999999999998,16.6894,0
1.4182,2.4247,0.9897,1707.1903,0.9744,0.0,706.7943,0.9914,56.4714,0.966,6.3712,0.0367,0.036,0.0022,114.1104,0.0055,0.0,102.9943,0.0023,3.4979,0.0233,0.5397,0.0139999999999999,0.0129,0.0007,34.3695,0.0018,0.0,29.8663,0.0007,1.0355,0.0087,0.186,2.5857,1.4855,0.2236,6.6841,0.5612,0.0,14.572,0.2292,6.1941,2.4090000000000003,8.4702,533.6536,2.1648,10.37,0.5308,3.5821,0.1414,1.9432,24.5216,0
1.4281,2.3937,0.9899,1704.6263,0.9608,0.0,745.8395,0.9908,58.5991,0.9798,6.292999999999999,0.0974,0.0348,0.0016,86.5358,0.0085,0.0,49.2553,0.0007,1.1749,0.0042,0.4434,0.0289,0.0128,0.0006,33.3089,0.0026,0.0,16.9881,0.0002,0.3705,0.0012,0.1416,6.8225,1.4536,0.1619,5.0765,0.8833,0.0,6.604,0.0679,2.005,0.4334,7.0457,535.7755,2.2816,10.58,0.3043,3.806,0.098,1.9747,13.3368,0
1.4118,2.3925,0.9897,1707.1903,0.9709,0.0,681.2682,0.9905,58.9799,0.9606,6.6037,0.0618,0.0877,0.0022,114.1104,0.0072,0.0,96.7924,0.0004,1.9304,0.0318,0.357,0.0238,0.0274,0.0007,34.3695,0.0023,0.0,27.0422,0.0001,0.498,0.0098,0.125,4.3774,3.6655,0.2236,6.6841,0.7429,0.0,14.2077,0.0373,3.273,3.3063,5.4058,538.4991,2.2135,8.72,0.2363,3.1199,0.0788,1.6193,10.6737,0
1.4143,2.4345,0.9647,1832.1975,0.9346,0.0,715.0716,0.9904,58.5714,0.9769,5.7564,0.0623,0.0425,0.0104,118.2393,0.0236,0.0,89.4283,0.0009,1.7209,0.0081,0.1888,0.0264,0.0153,0.0034,38.2891,0.0092,0.0,23.8511,0.0003,0.5812,0.0028,0.0636,4.4085,1.7473,1.0792,6.4534,2.522,0.0,12.5062,0.0876,2.9381,0.8336,3.2797,538.4991,2.2135,8.72,0.2363,3.1199,0.0788,1.6193,10.6737,0
1.3793,2.4376,0.9899,1924.769,0.95,0.0,743.1204,0.9909,57.8999,0.9639,6.3858,0.042,0.055,0.0015,100.8733,0.0122,0.0,127.6439,0.0007,4.4888,0.0257,0.6253,0.0185,0.018,0.0005,36.3837,0.0037,0.0,36.748000000000005,0.0002,1.3099,0.0083,0.2098,3.048,2.2583,0.1474,5.2408,1.2878,0.0,17.1767,0.0722,7.7527,2.6673,9.7928,536.6509,2.4087,5.86,0.3071,2.1212,0.0862,1.092,12.7505,0
1.4136,2.4373,0.9903,1757.4892,0.9415,0.0,710.4381,0.9907,58.2855,0.9773,6.2333,0.0672,0.0384,0.0033,113.3523,0.0174,0.0,156.6176,0.0006,1.7072,0.0043,0.3615,0.022,0.0121,0.001,45.8098,0.0071,0.0,49.4603,0.0002,0.4417,0.0013,0.1054,4.7559,1.5775,0.3345,6.4497,1.8473,0.0,22.0452,0.0615,2.929,0.4421,5.7994,534.0891,2.1926,9.81,0.4124,3.5109,0.1095,1.8368,18.8079,0
1.4295,2.3937,0.9906,1816.1957,0.964,0.0,763.8291,0.9908,58.3578,0.9785,6.4289,0.1372,0.0348,0.0008,156.333,0.011,0.0,51.068000000000005,0.0008,1.0706,0.0038,0.4681,0.0389,0.0128,0.0003,47.2458,0.003,0.0,16.7192,0.0003,0.3726,0.0011,0.1509,9.5961,1.4536,0.0769,8.6077,1.1422,0.0,6.6858,0.0809,1.8345,0.3932,7.2813,532.5573,2.1761,13.35,0.2637,4.874,0.0772,2.5068,12.1186,0
1.4155,2.3918,0.9897,1782.0579,0.9402,0.0,691.2983,0.9905,58.6664,0.9667,6.4225,0.0363,0.0398,0.0014,127.7313,0.0292,0.0,183.4126,0.0009,3.1782,0.0251,0.4789,0.0151,0.0143,0.0005,50.2701,0.0097,0.0,60.205,0.0003,0.9539,0.0087,0.1658,2.5616,1.6658,0.1425,7.1676,3.1005,0.0,26.5316,0.0935,5.4175,2.5988,7.4566,535.4918,2.2717,6.56,0.3269,2.0663,0.0901,1.225,14.3891,0
1.4166,2.3766,0.9905,1797.1417,0.9614,0.0,761.0143,0.991,58.3287,0.9673,6.3114,0.0645,0.0689,0.0008,81.5529,0.0201,0.0,119.2139,0.0007,1.0394,0.02,0.5806,0.0246,0.0239,0.0003,24.268,0.0062,0.0,37.522,0.0002,0.3426,0.0073,0.1949,4.5496,2.8982,0.0768,4.5379,2.0908,0.0,15.6651,0.0723,1.7819,2.0705,9.1996,536.6509,2.4087,5.86,0.3071,2.1212,0.0862,1.092,12.7505,0
1.4096,2.3829,0.987,1748.2561,0.9367,0.0,779.2464,0.9912,58.6841,0.9819,5.8468,0.0378,0.0522,0.0024,146.3693,0.0413,0.0,102.2817,0.0007,1.8729,0.0019,0.1269,0.0129,0.0179,0.0009,42.7579,0.0119,0.0,27.9597,0.0002,0.5464,0.0007,0.0342,2.6823,2.191,0.2461,8.3723,4.4072,0.0,13.1257,0.0727,3.1915,0.1949,2.17,533.3882,2.3461,8.63,0.4327,3.0837,0.1285,1.618,18.4445,0
1.4085,2.3198,0.9877,1782.2554,0.9628,0.0,741.9351,0.9909,58.5549,0.9654,6.3684,0.0528,0.0642,0.0023,116.6599,0.0301,0.0,96.296,0.0011,2.0313,0.0253,0.5945,0.0175,0.0221,0.0009,47.328,0.0086,0.0,28.4294,0.0003,0.5247,0.0085,0.1966,3.7509,2.7685,0.2375,6.5456,3.1263,0.0,12.979,0.1072,3.469,2.6214,9.3356,535.6282,2.2411,9.11,0.2426,3.0971,0.0689,1.7008,10.8262,0
1.4107,2.4378,0.9662,1837.5534,0.9495,0.0,749.7493,0.9919,57.503,0.9667,6.3319,0.0625,0.0495,0.0092,94.5309,0.0073,0.0,48.709,0.0004,3.3438,0.0203,0.4696,0.0185,0.0169,0.0034,33.9208,0.0022,0.0,14.2297,0.0001,0.9331,0.0077,0.1639,4.4333,2.0288,0.9537,5.1444,0.7711,0.0,6.4967,0.0422,5.8149,2.0992,7.4162,534.15,2.3534,8.42,0.3606,2.9357,0.1164,1.5763,15.3241,0
1.401,2.3154,0.9662,1837.5534,0.9564,0.0,800.0857,0.9905,58.5715,0.966,6.3337,0.0413,0.1034,0.0092,94.5309,0.012,0.0,70.8369,0.0008,1.8481,0.0221,0.4457,0.0128,0.0295,0.0034,33.9208,0.0044,0.0,24.2071,0.0003,0.5996,0.0064,0.1444,2.9457,4.4669,0.9537,5.1444,1.2591,0.0,8.8537,0.0842,3.1553,2.2928,7.0362,535.6282,2.2411,9.11,0.2426,3.0971,0.0689,1.7008,10.8262,0
1.4014,2.4292,0.9654,1877.1962,0.9689,0.0,753.7309,0.9906,59.1678,0.9662,6.3323,0.0691,0.031,0.0082,133.498,0.009,0.0,78.4212,0.001,4.2196,0.0215,0.4219,0.0223,0.0104,0.0035,46.7087,0.0027,0.0,26.6486,0.0003,1.2011,0.0069,0.1523,4.9329,1.2776,0.8473,7.1116,0.9242,0.0,10.4044,0.0969999999999999,7.1316,2.2246,6.6626,532.8364,1.6423,11.81,0.1579,3.9963,0.0485,2.2164,9.617,0
1.3914,2.2802,0.9658,1774.8359,0.9652,0.0,646.4211,0.9906,59.3454,0.9812,6.4118,0.0648,0.0698,0.0036,84.3087,0.0138,0.0,108.2252,0.0007,4.2741,0.0038,0.1475,0.0265,0.0253,0.0011,26.1395,0.0041,0.0,30.6978,0.0002,1.2433,0.0011,0.0426,4.6601,3.063,0.3746,4.7502,1.4281,0.0,16.7422,0.0692,7.202000000000001,0.3888,2.3011,534.1482,1.6633,10.92,0.2937,3.7983,0.0853,2.0444,17.6552,0
1.4063,2.3529,0.9647,1809.0765,0.9592,0.0,747.2268,0.9909,58.2153,0.9663,6.2955,0.0726,0.0839,0.0079,147.1274,0.0263,0.0,110.7197,0.0007,1.0559,0.026,0.589,0.0263,0.0289999999999999,0.0028,43.3157,0.0078,0.0,30.8588,0.0002,0.3536,0.0087,0.1903,5.1609,3.5671,0.818,8.1327,2.7407,0.0,14.8174,0.0725,1.8138,2.6933,9.356,537.52,1.7312,10.44,0.1893,3.7662,0.0653,1.9423,10.9358,0
1.4092,2.4313,0.9683,1822.7265,0.9606,0.0,779.8168,0.991,58.7566,0.9797,6.3768,0.051,0.0421,0.0095,126.2572,0.0161,0.0,119.8579,0.0006,2.2967,0.005,0.5289,0.0158,0.0152,0.0033,54.3035,0.0055,0.0,40.9271,0.0002,0.6199,0.0014,0.1655,3.6168,1.7322,0.98,6.9268,1.6799,0.0,15.37,0.0636,3.9088,0.5079,8.2947,540.1218,1.7997,6.87,0.3055,2.4142,0.0839,1.2719,16.9748,0
1.4154,2.3956,0.97,1758.5897,0.9473,0.0,772.0702,0.9907,58.4638,0.9795,6.3468,0.0631,0.0922,0.0045,133.7212,0.0103,0.0,93.304,0.0007,1.6248,0.002,0.4709,0.0187,0.03,0.0016,37.89,0.0035,0.0,30.9555,0.0003,0.429,0.0006,0.1507,4.4617,3.8484,0.4681,7.6039,1.086,0.0,12.0849,0.0683,2.7792,0.2063,7.4199,540.1218,1.7997,6.87,0.3055,2.4142,0.0839,1.2719,16.9748,0
1.4194,2.3732,0.9855,1789.8011,0.9452,0.0,773.1252,0.9906,58.4541,0.971,6.3331,0.0378,0.1196,0.0033,174.4916,0.0228,0.0,71.2883,0.0018,1.5719,0.0166,0.5096,0.0132,0.0354,0.0008,52.8127,0.0066,0.0,21.1196,0.0005,0.4379999999999999,0.0058,0.1672,2.6617,5.0386,0.3321,9.7492,2.4084,0.0,9.2208,0.1804,2.6891,1.7051,8.0461,534.15,2.3534,8.42,0.3606,2.9357,0.1164,1.5763,15.3241,0
1.4275,2.373,0.9894,1744.5284,0.9433,0.0,763.038,0.9915,56.1652,0.9802,6.3897,0.044,0.0511,0.0022,136.0004,0.0132,0.0,106.9387,0.0025,3.438,0.0034,0.4121,0.0154,0.0169,0.0006,41.8801,0.004,0.0,29.1971,0.0007,1.04,0.0011,0.1332,3.0829,2.1515,0.2208,7.7958,1.3953,0.0,14.0149,0.2475,6.1213,0.3456,6.4497,536.6882,2.1806,6.58,0.2566,2.3367,0.0884,1.226,11.768,0
1.3809,2.3972,0.9922,1713.0425,0.9214,0.0,754.0153,0.9906,58.4395,0.9796,6.3988,0.0747,0.0334,0.0018,127.5157,0.0106,0.0,31.7703,0.0012,1.7824,0.0052,0.5825,0.0293,0.0134,0.0005,39.8289,0.0033,0.0,8.3191,0.0004,0.6025,0.0016,0.1873,5.4103,1.3927,0.1818,7.4438,1.1528,0.0,4.2135,0.126,3.05,0.5343,9.1038,533.3382,2.4033,9.43,0.5611,3.4173,0.1642,1.7681,23.3488,1
1.4137,2.3752,0.9843,1734.8192,0.9066,0.0,660.9779,0.9895,58.078,0.9635,6.5494,0.0394,0.039,0.0215,80.3799,0.061,0.0,71.4711,0.0008,2.4871,0.0327,0.5345,0.0136,0.0154,0.0066,29.558000000000003,0.0149,0.0,23.1269,0.0003,0.7791,0.0101,0.1837,2.7856,1.6421,2.1828,4.6333,6.7329,0.0,10.8129,0.0782,4.2823,3.3975,8.1616,529.9273,2.3342,9.5,0.3875,3.4972,0.1178,1.7927,16.6009,0
1.4118,2.4378,0.9647,1832.1975,0.961,0.0,726.8839,0.9906,58.9077,0.9803,6.3138,0.0233,0.0495,0.0104,118.2393,0.0095,0.0,89.1933,0.0005,1.7657,0.0052,0.4354,0.0098,0.0169,0.0034,38.2891,0.003,0.0,30.5161,0.0002,0.4713,0.0015,0.1303,1.6518,2.0288,1.0792,6.4534,0.9936,0.0,12.2706,0.0498,2.9974,0.5312,6.8959,533.3382,2.4033,9.43,0.5611,3.4173,0.1642,1.7681,23.3488,1
1.4327,2.3925,0.9877,1686.7116,0.9427,0.0,717.6598,0.9905,59.3078,0.9787,6.3165,0.1323,0.0877,0.0054,172.1753,0.0409,0.0,88.4072,0.0006,4.6217,0.0044,0.5116,0.042,0.0274,0.0016,50.6582,0.0157,0.0,28.1114,0.0002,1.3334,0.0015,0.1659,9.236,3.6655,0.5464,10.2077,4.3415,0.0,12.3188,0.0631,7.7927,0.4458,8.0991,533.3382,2.4033,9.43,0.5611,3.4173,0.1642,1.7681,23.3488,0
1.4422,2.3529,0.9898,1728.7168,0.9656,0.0,781.8946,0.9907,58.5144,0.9657,6.3456,0.0167,0.0839,0.0018,64.1803,0.0214,0.0,65.9203,0.0015,3.5949,0.0239,0.5533,0.0061,0.0289999999999999,0.0005,18.2449,0.0063,0.0,22.162,0.0004,0.9332,0.0083,0.1824,1.1552,3.5671,0.1792,3.7126,2.2197,0.0,8.4308,0.1538,6.1436,2.4745,8.7188,532.2855,2.2181,6.86,0.2798,2.3387,0.0887,1.2888,12.6164,0
1.4157,2.345,0.9702,1660.8742,0.9381,0.0,691.3175,0.9908,58.7458,0.962,6.3676,0.0499,0.0743,0.0046,105.0811,0.0416,0.0,92.0587,0.0011,3.2515,0.0214,0.4256,0.0142,0.0231,0.0013,29.6977,0.0144,0.0,31.8695,0.0003,1.0225,0.0065,0.152,3.5227,3.169,0.4701,6.3269,4.4294,0.0,13.3164,0.1072,5.5349,2.2263,6.6838,535.0509,1.6984,7.71,0.2835,2.7384,0.0854,1.4409999999999998,16.6894,0
1.389,2.3605,0.9899,1840.4683,0.9538,0.0,709.0619,0.9907,59.1209,0.9803,6.2077,0.0216,0.0681,0.0023,129.1127,0.0249,0.0,53.7527,0.001,3.9187,0.0029,0.6242,0.0075,0.0222,0.0006,38.8402,0.0096,0.0,18.2229,0.0003,1.1155,0.001,0.2022,1.5579,2.8844,0.2294,7.0152,2.6087,0.0,7.5808,0.0972,6.6283,0.2934,10.0546,536.4418,1.9814,7.6801,0.3167,2.8315,0.0844,1.4317,15.9851,0
1.4115,2.3768,0.9888,1859.2504,0.9637,0.0,736.8939999999999,0.9916,58.8753,0.9614,6.415,0.048,0.0557,0.0024,112.4435,0.003,0.0,49.6089,0.0005,4.0491,0.0202,0.5782,0.013,0.0188,0.0007,38.4677,0.0008,0.0,17.9865,0.0002,1.153,0.0071,0.1928,3.3977,2.3434,0.2427,6.0478,0.3121,0.0,6.7322,0.0481,6.8775,2.1047,9.0132,534.1482,1.6633,10.92,0.2937,3.7983,0.0853,2.0444,17.6552,0
1.4098,2.4203,0.9679,1888.9048,0.9669,0.0,754.992,0.9905,59.2341,0.9616,6.408,0.038,0.0457,0.0063,129.2991,0.0177,0.0,64.6977,0.0007,4.5352,0.0197,0.4793,0.0135,0.0173,0.0019,37.5648,0.0054,0.0,22.1993,0.0002,1.3101,0.0058,0.1706,2.6962,1.8891,0.6527,6.8452,1.831,0.0,8.5693,0.0701,7.6564,2.048,7.4797,534.1482,1.6633,10.92,0.2937,3.7983,0.0853,2.0444,17.6552,0
1.4288,2.3828,0.9891,1816.1426,0.9433,0.0,813.6538,0.9913,59.1953,0.9674,6.332000000000001,0.0477,0.0679,0.0016,136.7495,0.0121,0.0,68.9498,0.0006,3.0466,0.0209,0.4969,0.0206,0.0223,0.0006,43.5709,0.0039,0.0,20.4132,0.0002,0.7783,0.0074,0.1716,3.3364,2.849,0.1641,7.5297,1.2807,0.0,8.4741,0.0557,5.1466,2.1634,7.8482,536.6509,2.4087,5.86,0.3071,2.1212,0.0862,1.092,12.7505,0
1.4112,2.417,0.9905,1766.5759,0.9562,0.0,690.6223,0.9919,58.3872,0.9636,6.3816,0.0611,0.052,0.001,98.8917,0.0261,0.0,191.0478,0.0004,1.5886,0.0318,0.5601,0.0239,0.0171,0.0003,32.3838,0.0087,0.0,56.1506,0.0001,0.4351,0.0094,0.1962,4.3303,2.1517,0.1017,5.5979,2.7288,0.0,27.6631,0.0405,2.7208,3.3043,8.7764,529.6845,2.35,9.03,0.3924,3.1569,0.1306,1.7048,16.6976,0
1.4237,2.4222,0.965,1827.0966,0.949,0.0,819.4529,0.9915,58.8418,0.966,6.3559,0.0373,0.0584,0.0108,202.6879,0.0201,0.0,57.5735,0.0005,2.9195,0.0264,0.5751,0.0146,0.0171,0.0041,61.574,0.0059,0.0,19.4571,0.0002,0.7451,0.0074,0.1925,2.6207,2.41,1.1155,11.0934,2.1128,0.0,7.0259,0.0501,4.9617,2.7303,9.0478,534.1482,1.6633,10.92,0.2937,3.7983,0.0853,2.0444,17.6552,0
1.408,2.3828,0.99,1836.4015,0.9407,0.0,787.6043,0.9904,59.1527,0.9654,6.3573,0.0581,0.0679,0.0006,141.2932,0.0276,0.0,89.2596,0.0012,4.368,0.0205,0.4804,0.0202,0.0223,0.0002,45.0957,0.0101,0.0,31.0666,0.0004,1.2586,0.0064,0.1583,4.1271,2.849,0.0593,7.694,2.9308,0.0,11.3331,0.1256,7.3843,2.1184,7.5571,538.4991,2.2135,8.72,0.2363,3.1199,0.0788,1.6193,10.6737,0
1.4114,2.4378,0.9671,1907.2316,0.97,0.0,781.0278,0.9915,58.5776,0.9601,6.4653,0.0489,0.0495,0.0034,97.098,0.0186,0.0,134.9918,0.0009,3.8861,0.0169,0.1726,0.0145,0.0169,0.0012,35.7001,0.0063,0.0,39.4949,0.0003,1.1991,0.005,0.0598,3.4654,2.0288,0.3503,5.091,1.9203,0.0,17.2839,0.0918,6.6341,1.7588,2.6703,538.4991,2.2135,8.72,0.2363,3.1199,0.0788,1.6193,10.6737,0
1.4001,2.4576,0.9854,1776.0103,0.9555,0.0,737.2909,0.9906,57.7836,0.9795,6.3196,0.0711,0.0316,0.0015,127.9607,0.0218,0.0,125.9235,0.0009,2.5565,0.005,0.4529,0.024,0.0099,0.0005,44.6211,0.008,0.0,47.6312,0.0003,0.7528,0.0015,0.1415,5.0773,1.2855,0.1479,7.205,2.2775,0.0,17.0792,0.0885,4.4243,0.5153,7.166,534.1482,1.6633,10.92,0.2937,3.7983,0.0853,2.0444,17.6552,0
1.4104,2.4299,0.9671,1907.2316,0.9621,0.0,760.0694,0.9908,59.1559,0.9805,6.2931,0.0543,0.0414,0.0034,97.098,0.0125,0.0,70.8823,0.0007,1.9252,0.0035,0.5502,0.0159,0.0148,0.0012,35.7001,0.0035,0.0,22.5586,0.0003,0.7095,0.001,0.1757,3.8478,1.7056,0.3503,5.091,1.2951,0.0,9.3258,0.0678,3.2544,0.3575,8.743,533.3382,2.4033,9.43,0.5611,3.4173,0.1642,1.7681,23.3488,0
1.4081,2.4116,0.9901,1857.2319,0.9629,0.0,731.8077,0.9911,59.2185,0.966,6.3942,0.0281,0.0349,0.0016,175.6019,0.0134,0.0,74.5424,0.0006,2.7669,0.022,0.6083,0.0102,0.0139,0.0004,54.9647,0.0038,0.0,21.4411,0.0002,0.7907,0.0081,0.2026,1.9927,1.4469,0.1584,9.455,1.3867,0.0,10.1861,0.065,4.6724,2.2756,9.5136,536.6509,2.4087,5.86,0.3071,2.1212,0.0862,1.092,12.7505,0
1.3938,2.4222,0.9872,1937.2993,0.9596,0.0,770.6422,0.9917,57.6795,0.9676,6.306,0.0249,0.0657,0.0027,168.7511,0.0247,0.0,127.6097,0.001,1.7496,0.0242,0.5877,0.01,0.0206,0.0007,51.7065,0.0073,0.0,37.999,0.0003,0.493,0.0083,0.198,1.7865,2.7142,0.2743,8.7106,2.5773,0.0,16.5589,0.1,3.0334,2.5041,9.3192,535.6282,2.2411,9.11,0.2426,3.0971,0.0689,1.7008,10.8262,0
