OrderID,Seq,OrderDate,ProductID,Qty,Amt,CustomerID
95,1,2016-01-02,p1072601,1,3700,c337999
95,3,2016-01-02,p1005891,1,1750,c337999
95,4,2016-01-02,p1012811,1,2500,c337999
97,5,2016-01-02,p1005771,1,1650,c047907
99,1,2016-01-02,p1178011,1,8800,c260294
99,2,2016-01-02,p1089531,1,2600,c260294
99,3,2016-01-02,p1194801,1,8200,c260294
99,4,2016-01-02,p1012751,1,1350,c260294
99,11,2016-01-02,p1133371,2,2000,c260294
107,2,2016-01-02,p1178011,1,8800,c256672
107,4,2016-01-02,p1097821,1,1000,c256672
111,5,2016-01-02,p1012761,2,3400,c302768
115,1,2016-01-02,p1072601,1,3700,c187241
115,5,2016-01-02,p1175481,1,1300,c187241
115,9,2016-01-02,p1005771,1,1650,c187241
133,3,2016-01-02,p1005891,1,1750,c366858
133,4,2016-01-02,p1005771,1,1650,c366858
137,2,2016-01-02,p1012751,1,1350,c280590
137,4,2016-01-02,p1036481,2,2100,c280590
141,1,2016-01-02,p1012641,1,1350,c029643
141,2,2016-01-02,p1175481,1,1300,c029643
147,1,2016-01-02,p1178011,1,8800,c110521
147,3,2016-01-02,p1012581,1,1000,c110521
147,4,2016-01-02,p1012761,1,1700,c110521
147,5,2016-01-02,p1175481,1,1300,c110521
3,3,2016-01-02,p1162631,1,3700,c171257
3,7,2016-01-02,p1194801,2,16400,c171257
3,8,2016-01-02,p1201601,1,2500,c171257
3,10,2016-01-02,p1175481,1,1300,c171257
3,11,2016-01-02,p1012761,1,1700,c171257
3,12,2016-01-02,p1207281,1,2600,c171257
3,13,2016-01-02,p1246581,3,2727,c171257
3,14,2016-01-02,p1100371,3,1200,c171257
5,10,2016-01-02,p1005771,1,1650,c104962
9,1,2016-01-02,p1175481,1,1300,c276666
11,2,2016-01-02,p1005771,2,3300,c068640
15,1,2016-01-02,p1012751,1,1350,c177887
15,2,2016-01-02,p1012761,1,1700,c177887
15,4,2016-01-02,p1005621,1,2900,c177887
17,1,2016-01-02,p1012751,1,1350,c147397
19,4,2016-01-02,p1119071,1,1091,c090006
19,6,2016-01-02,p1005891,1,1750,c090006
21,2,2016-01-02,p1072601,2,7400,c226603
21,3,2016-01-02,p1178011,1,8800,c226603
21,4,2016-01-02,p1133371,1,800,c226603
23,3,2016-01-02,p1052661,1,1455,c226725
23,4,2016-01-02,p1097821,1,1000,c226725
23,7,2016-01-02,p1139701,2,2090,c226725
23,8,2016-01-02,p1139681,2,1818,c226725
29,1,2016-01-02,p1005891,1,1750,c111738
29,3,2016-01-02,p1089531,1,2600,c111738
29,4,2016-01-02,p1175481,1,1300,c111738
31,2,2016-01-02,p1052661,2,2910,c273437
35,4,2016-01-02,p1178011,1,8800,c268330
35,10,2016-01-02,p1246581,3,2727,c268330
35,11,2016-01-02,p1175481,2,2600,c268330
41,11,2016-01-02,p1072601,1,3700,c365633
43,1,2016-01-02,p1194801,1,8200,c343469
43,7,2016-01-02,p1012581,1,1000,c343469
43,10,2016-01-02,p1097591,1,600,c343469
47,5,2016-01-02,p1072601,2,7400,c275598
47,6,2016-01-02,p1005891,2,3500,c275598
47,8,2016-01-02,p1005771,1,1650,c275598
47,9,2016-01-02,p1175481,1,1300,c275598
47,10,2016-01-02,p1012581,1,1000,c275598
51,1,2016-01-02,p1012751,1,1350,c161685
53,4,2016-01-02,p1178011,1,8800,c267551
55,6,2016-01-02,p1072601,2,7400,c367340
55,7,2016-01-02,p1005771,1,1650,c367340
59,3,2016-01-02,p1235451,1,1227,c349924
59,6,2016-01-02,p1012761,1,1700,c349924
59,8,2016-01-02,p1234751,2,1818,c349924
63,1,2016-01-02,p1012751,1,1350,c312185
63,2,2016-01-02,p1207281,1,2600,c312185
63,4,2016-01-02,p1194801,1,8200,c312185
19,12,2016-01-02,p1005771,1,1650,c258537
19,13,2016-01-02,p1012811,1,2500,c258537
19,14,2016-01-02,p1012751,1,1350,c258537
21,1,2016-01-02,p1005891,1,1750,c134441
23,1,2016-01-02,p1246581,1,909,c222461
23,12,2016-01-02,p1012641,1,1350,c222461
23,13,2016-01-02,p1012581,1,1000,c222461
23,16,2016-01-02,p1133371,1,1000,c222461
25,1,2016-01-02,p1178011,1,8800,c130428
27,1,2016-01-02,p1012761,1,1700,c351898
35,1,2016-01-02,p1012581,1,1000,c124389
37,2,2016-01-02,p1178011,1,8800,c222420
39,9,2016-01-02,p1072601,1,3700,c337831
3,1,2016-01-02,p1030071,2,7900,c107853
9,1,2016-01-02,p1012641,1,1350,c118603
17,2,2016-01-02,p1072601,1,3700,c121303
17,10,2016-01-02,p1201601,1,2500,c121303
17,14,2016-01-02,p1097831,1,1455,c121303
17,15,2016-01-02,p1097821,1,1000,c121303
17,18,2016-01-02,p1005621,1,2900,c121303
17,19,2016-01-02,p1052661,1,1455,c121303
17,21,2016-01-02,p1012751,1,1350,c121303
17,22,2016-01-02,p1149401,1,909,c121303
17,23,2016-01-02,p1149391,1,909,c121303
17,24,2016-01-02,p1152861,1,1091,c121303
19,2,2016-01-02,p1194801,1,8200,c258537
19,3,2016-01-02,p1072601,1,3700,c258537
19,8,2016-01-02,p1119071,1,1091,c258537
103,11,2016-01-03,p1231011,1,909,c108482
107,4,2016-01-03,p1012581,1,1000,c359801
113,2,2016-01-03,p1030071,1,3950,c091352
113,4,2016-01-03,p1097591,1,600,c091352
3,1,2016-01-03,p1001771,1,3150,c083862
5,4,2016-01-03,p1005891,1,1750,c068245
7,3,2016-01-03,p1005771,1,1650,c111027
13,2,2016-01-03,p1012751,1,1350,c051771
15,9,2016-01-03,p1100371,4,1600,c024546
19,3,2016-01-03,p1005771,2,3300,c237792
27,1,2016-01-03,p1194801,1,8200,c328823
31,1,2016-01-03,p1005771,1,1650,c115806
35,1,2016-01-03,p1133371,1,1000,c272388
41,2,2016-01-03,p1178011,1,8800,c290664
41,3,2016-01-03,p1012811,1,2500,c290664
41,5,2016-01-03,p1097591,1,600,c290664
41,7,2016-01-03,p1005771,1,1650,c290664
47,1,2016-01-03,p1139701,2,2090,c124315
49,1,2016-01-03,p1133371,2,2000,c111027
53,3,2016-01-03,p1133371,3,3000,c123918
55,11,2016-01-03,p1012581,1,1000,c349205
15,4,2016-01-03,p1100371,4,1600,c274736
15,6,2016-01-03,p1097821,1,1000,c274736
19,3,2016-01-03,p1012761,1,1700,c350148
19,4,2016-01-03,p1012581,1,1000,c350148
19,5,2016-01-03,p1194801,1,8200,c350148
25,5,2016-01-03,p1005771,1,1650,c057902
25,6,2016-01-03,p1072601,1,3700,c057902
25,7,2016-01-03,p1133371,4,2800,c057902
27,1,2016-01-03,p1005771,2,3300,c039211
27,3,2016-01-03,p1013161,1,2600,c039211
27,5,2016-01-03,p1012581,1,1000,c039211
27,6,2016-01-03,p1194801,1,8200,c039211
35,5,2016-01-03,p1234751,1,909,c060029
37,5,2016-01-03,p1097591,1,600,c303135
37,6,2016-01-03,p1026741,1,3227,c303135
37,8,2016-01-03,p1005771,1,1650,c303135
37,10,2016-01-03,p1054261,1,2091,c303135
41,3,2016-01-03,p1013161,1,2600,c228671
45,2,2016-01-03,p1162631,1,3700,c171257
45,8,2016-01-03,p1012581,1,1000,c171257
47,1,2016-01-03,p1119071,1,1091,c214899
49,1,2016-01-03,p1097821,6,6000,c108900
49,3,2016-01-03,p1052661,2,2910,c108900
49,4,2016-01-03,p1097831,4,5820,c108900
49,8,2016-01-03,p1005771,2,3300,c108900
49,13,2016-01-03,p1127201,1,3727,c108900
57,5,2016-01-03,p1005771,1,1650,c076781
57,7,2016-01-03,p1246581,1,818,c076781
57,8,2016-01-03,p1246581,1,909,c076781
57,9,2016-01-03,p1133371,2,1600,c076781
57,13,2016-01-03,p1139681,2,1818,c076781
59,3,2016-01-03,p1001771,1,3150,c304973
59,5,2016-01-03,p1133371,1,1000,c304973
63,2,2016-01-03,p1127201,1,3727,c037915
63,3,2016-01-03,p1133371,2,2000,c037915
63,9,2016-01-03,p1005771,2,3300,c037915
63,16,2016-01-03,p1036481,1,1050,c037915
63,19,2016-01-03,p1012641,1,1350,c037915
65,1,2016-01-03,p1178011,1,8800,c298921
73,3,2016-01-03,p1012641,1,1350,c121138
81,4,2016-01-03,p1005771,1,1650,c050169
81,8,2016-01-03,p1097821,1,1000,c050169
81,12,2016-01-03,p1178011,1,8800,c050169
85,3,2016-01-03,p1207281,1,2600,c224074
93,1,2016-01-03,p1178011,1,8800,c342823
93,4,2016-01-03,p1097821,1,1000,c342823
101,3,2016-01-03,p1246581,1,909,c275305
67,1,2016-01-03,p1194801,1,9200,c261935
67,2,2016-01-03,p1097591,1,600,c261935
67,4,2016-01-03,p1005771,1,1650,c261935
75,1,2016-01-03,p1052661,2,2910,c068394
85,3,2016-01-03,p1119071,2,2182,c130574
87,1,2016-01-03,p1178011,1,8800,c098957
87,2,2016-01-03,p1097831,1,1455,c098957
237,6,2016-01-04,p1097831,1,1455,c095448
241,3,2016-01-04,p1246581,1,1136,c349634
243,5,2016-01-04,p1175481,2,2600,c314144
243,6,2016-01-04,p1005771,1,1850,c314144
243,7,2016-01-04,p1005891,1,1950,c314144
245,5,2016-01-04,p1005891,1,1950,c317547
249,1,2016-01-04,p1178011,1,8800,c095789
3,3,2016-01-04,p1127201,1,3727,c111750
3,4,2016-01-04,p1089531,1,2600,c111750
7,1,2016-01-04,p1194801,1,9200,c314698
13,3,2016-01-04,p1001771,1,3150,c088320
21,2,2016-01-04,p1097821,1,1000,c111738
23,2,2016-01-04,p1072601,1,4600,c030869
25,2,2016-01-04,p1072601,2,9200,c125381
25,4,2016-01-04,p1207281,1,2600,c125381
31,2,2016-01-04,p1012761,1,1700,c310506
35,5,2016-01-04,p1100371,2,800,c263514
41,2,2016-01-04,p1097821,1,1000,c280766
41,13,2016-01-04,p1001771,1,3150,c280766
43,2,2016-01-04,p1139701,1,1045,c124687
45,5,2016-01-04,p1012751,1,1350,c085558
45,12,2016-01-04,p1005771,1,1850,c085558
45,24,2016-01-04,p1194801,2,16400,c085558
45,26,2016-01-04,p1175481,1,1300,c085558
45,29,2016-01-04,p1178011,2,17600,c085558
45,30,2016-01-04,p1089531,1,2600,c085558
49,6,2016-01-04,p1072601,2,9200,c323180
49,11,2016-01-04,p1246581,2,2272,c323180
51,11,2016-01-04,p1100371,2,800,c266359
51,16,2016-01-04,p1012811,1,2500,c266359
61,3,2016-01-04,p1231011,1,909,c341969
61,6,2016-01-04,p1149391,1,909,c341969
77,3,2016-01-04,p1030071,2,7900,c048405
79,3,2016-01-04,p1194801,1,8200,c296638
85,1,2016-01-04,p1072601,1,4600,c135606
85,9,2016-01-04,p1133371,1,1000,c135606
85,10,2016-01-04,p1246581,1,1136,c135606
89,4,2016-01-04,p1149411,1,1000,c039938
99,8,2016-01-04,p1246581,2,2272,c017650
99,10,2016-01-04,p1097821,2,2000,c017650
99,11,2016-01-04,p1127201,2,7454,c017650
101,1,2016-01-04,p1089531,1,2600,c054711
101,4,2016-01-04,p1100371,4,1600,c054711
101,5,2016-01-04,p1030071,1,3950,c054711
103,6,2016-01-04,p1072601,1,4600,c306915
105,6,2016-01-04,p1030071,1,3950,c219424
107,4,2016-01-04,p1097821,1,1000,c070800
107,8,2016-01-04,p1005771,1,1850,c070800
117,1,2016-01-04,p1175481,1,1300,c353494
123,2,2016-01-04,p1012811,1,2500,c302963
123,6,2016-01-04,p1030071,1,3950,c302963
131,7,2016-01-04,p1011291,2,546,c104135
133,2,2016-01-04,p1194801,1,8200,c063771
133,5,2016-01-04,p1072601,2,9200,c063771
135,3,2016-01-04,p1036481,3,3150,c100815
135,4,2016-01-04,p1012811,2,5000,c100815
135,6,2016-01-04,p1175481,2,2600,c100815
137,8,2016-01-04,p1013161,1,2900,c304195
137,9,2016-01-04,p1194801,1,8200,c304195
137,10,2016-01-04,p1089531,1,2600,c304195
149,2,2016-01-04,p1012761,1,1700,c194094
149,3,2016-01-04,p1097591,2,1200,c194094
149,4,2016-01-04,p1005771,1,1850,c194094
151,1,2016-01-04,p1005771,1,1850,c099839
153,2,2016-01-04,p1133371,2,2000,c265761
153,3,2016-01-04,p1005771,1,1850,c265761
153,7,2016-01-04,p1231011,2,1818,c265761
153,8,2016-01-04,p1149401,1,909,c265761
155,4,2016-01-04,p1012811,1,2500,c083607
157,1,2016-01-04,p1256521,1,1850,c305733
161,3,2016-01-04,p1127201,2,7454,c124389
165,1,2016-01-04,p1178011,1,8800,c017503
167,1,2016-01-04,p1005771,1,1850,c303751
169,3,2016-01-04,p1246581,2,2272,c217179
169,4,2016-01-04,p1139701,2,2090,c217179
171,2,2016-01-04,p1005771,3,5550,c054598
173,2,2016-01-04,p1012751,1,1350,c206400
173,5,2016-01-04,p1005771,1,1850,c206400
175,1,2016-01-04,p1175481,1,1300,c352212
177,1,2016-01-04,p1012581,1,1000,c037932
185,1,2016-01-04,p1162631,1,4600,c150417
207,6,2016-01-04,p1100371,5,2000,c259903
215,3,2016-01-04,p1005891,1,1950,c081327
215,4,2016-01-04,p1005771,1,1850,c081327
217,2,2016-01-04,p1162631,1,4600,c093176
217,3,2016-01-04,p1072601,1,4600,c093176
221,1,2016-01-04,p1178011,1,8800,c314143
223,3,2016-01-04,p1194801,1,8200,c040445
223,7,2016-01-04,p1012751,1,1350,c040445
223,8,2016-01-04,p1012811,1,2500,c040445
223,9,2016-01-04,p1005891,1,1950,c040445
223,10,2016-01-04,p1013161,1,2900,c040445
225,1,2016-01-04,p1178011,1,8800,c140124
227,1,2016-01-04,p1012751,1,1350,c105413
233,8,2016-01-04,p1119071,2,2182,c162537
235,2,2016-01-04,p1052661,1,1455,c277658
237,2,2016-01-04,p1052661,1,1455,c095448
237,3,2016-01-04,p1097821,1,1000,c095448
15,3,2016-01-04,p1072601,1,4600,c084237
17,2,2016-01-04,p1207281,1,2600,c099839
17,4,2016-01-04,p1005891,1,1950,c099839
17,5,2016-01-04,p1072601,1,4600,c099839
19,1,2016-01-04,p1005771,1,1850,c179219
27,1,2016-01-04,p1005771,2,3700,c028666
27,4,2016-01-04,p1178011,1,8800,c028666
27,6,2016-01-04,p1072601,1,4600,c028666
27,7,2016-01-04,p1127201,1,3727,c028666
27,10,2016-01-04,p1149411,1,1000,c028666
27,12,2016-01-04,p1030071,2,7900,c028666
29,1,2016-01-04,p1005771,2,3700,c028666
29,4,2016-01-04,p1178011,1,8800,c028666
29,6,2016-01-04,p1072601,1,4600,c028666
29,7,2016-01-04,p1127201,1,3727,c028666
29,12,2016-01-04,p1030071,2,7900,c028666
37,1,2016-01-04,p1178011,1,8800,c277016
39,5,2016-01-04,p1005621,1,2900,c315780
41,3,2016-01-04,p1012641,2,3100,c296998
41,4,2016-01-04,p1072601,1,4600,c296998
41,6,2016-01-04,p1201601,1,2700,c296998
41,10,2016-01-04,p1089531,1,2600,c296998
45,4,2016-01-04,p1133371,3,3000,c341192
53,5,2016-01-04,p1001771,1,3150,c339401
53,7,2016-01-04,p1005621,1,2900,c339401
57,1,2016-01-04,p1175481,2,2600,c271006
57,7,2016-01-04,p1012761,1,1700,c271006
57,9,2016-01-04,p1089531,1,2600,c271006
57,10,2016-01-04,p1201601,1,2700,c271006
57,13,2016-01-04,p1012751,1,1350,c271006
59,1,2016-01-04,p1194801,1,8200,c313433
61,3,2016-01-04,p1013161,1,2900,c112428
61,4,2016-01-04,p1133371,1,1000,c112428
61,10,2016-01-04,p1119071,1,1091,c112428
63,4,2016-01-04,p1175481,1,1300,c131055
63,5,2016-01-04,p1005771,1,1850,c131055
65,3,2016-01-04,p1194801,1,8200,c084180
65,7,2016-01-04,p1178011,1,8800,c084180
65,9,2016-01-04,p1162631,1,4600,c084180
71,1,2016-01-04,p1012811,1,2500,c107328
73,2,2016-01-04,p1052661,1,1455,c270755
87,7,2016-01-04,p1089531,1,2600,c063176
87,8,2016-01-04,p1231011,1,909,c063176
87,9,2016-01-04,p1234751,1,909,c063176
87,11,2016-01-04,p1005891,1,1950,c063176
89,1,2016-01-04,p1012811,1,2500,c071054
91,10,2016-01-04,p1012751,1,1350,c058288
97,3,2016-01-04,p1256521,1,1850,c135481
97,6,2016-01-04,p1012751,1,1350,c135481
99,3,2016-01-04,p1012811,3,7500,c206248
99,4,2016-01-04,p1005891,4,7800,c206248
99,5,2016-01-04,p1012581,7,7000,c206248
99,8,2016-01-04,p1175481,3,3900,c206248
99,9,2016-01-04,p1089531,2,5200,c206248
103,3,2016-01-04,p1005771,1,1850,c141777
103,5,2016-01-04,p1194801,1,8200,c141777
103,7,2016-01-04,p1012811,1,2500,c141777
103,8,2016-01-04,p1175481,1,1300,c141777
109,7,2016-01-04,p1194801,1,8200,c255098
113,5,2016-01-04,p1005621,1,2900,c256610
113,6,2016-01-04,p1005891,2,3900,c256610
121,5,2016-01-04,p1178011,1,8800,c335135
123,1,2016-01-04,p1005771,1,1850,c037703
129,2,2016-01-04,p1005891,1,1950,c038180
129,3,2016-01-04,p1005771,1,1850,c038180
131,2,2016-01-04,p1089531,1,2600,c269408
135,2,2016-01-04,p1005771,1,1850,c333911
137,2,2016-01-04,p1005771,1,1850,c070348
137,4,2016-01-04,p1194801,1,8200,c070348
137,6,2016-01-04,p1175481,1,1300,c070348
141,6,2016-01-04,p1005621,1,2900,c115512
147,1,2016-01-04,p1072601,1,4600,c302963
147,2,2016-01-04,p1246581,3,3408,c302963
151,3,2016-01-04,p1012751,1,1350,c109889
153,1,2016-01-04,p1175481,1,1300,c078549
157,1,2016-01-04,p1005621,1,2900,c040493
161,3,2016-01-04,p1194801,1,8200,c258537
167,2,2016-01-04,p1005771,1,1850,c071649
167,3,2016-01-04,p1089531,1,2600,c071649
167,4,2016-01-04,p1175481,1,1300,c071649
167,8,2016-01-04,p1012751,1,1350,c071649
179,3,2016-01-04,p1005771,1,1850,c189576
181,1,2016-01-04,p1012751,1,1350,c343257
181,3,2016-01-04,p1072601,1,4600,c343257
183,5,2016-01-04,p1194801,1,8200,c207069
185,1,2016-01-04,p1097821,1,1000,c274375
185,2,2016-01-04,p1246581,1,1136,c274375
185,3,2016-01-04,p1175481,1,1300,c274375
185,8,2016-01-04,p1052661,1,1455,c274375
189,1,2016-01-04,p1005771,2,3700,c130228
189,10,2016-01-04,p1175481,1,1300,c130228
191,1,2016-01-04,p1005771,1,1850,c130228
191,10,2016-01-04,p1175481,1,1300,c130228
197,1,2016-01-04,p1054261,1,2091,c275248
199,4,2016-01-04,p1052661,1,1455,c313987
201,1,2016-01-04,p1072601,1,4600,c259666
193,1,2016-01-04,p1246581,1,1136,c218664
193,3,2016-01-04,p1072601,1,4600,c218664
193,5,2016-01-04,p1005891,1,1950,c218664
197,1,2016-01-04,p1089531,1,2600,c110521
197,3,2016-01-04,p1072601,1,4600,c110521
201,1,2016-01-04,p1178011,1,8800,c356815
201,4,2016-01-04,p1005771,1,1850,c356815
203,2,2016-01-04,p1012811,1,2500,c315433
207,1,2016-01-04,p1072601,1,4600,c291862
19,3,2016-01-05,p1072601,1,4600,c186143
19,5,2016-01-05,p1178011,1,8800,c186143
19,6,2016-01-05,p1005771,1,1850,c186143
27,6,2016-01-05,p1012811,1,2500,c226603
35,2,2016-01-05,p1175481,1,1300,c060131
39,7,2016-01-05,p1005771,1,1850,c357192
41,2,2016-01-05,p1072601,2,9200,c093697
41,3,2016-01-05,p1012811,1,2500,c093697
41,4,2016-01-05,p1005891,1,1950,c093697
41,6,2016-01-05,p1012951,1,3000,c093697
41,8,2016-01-05,p1175481,1,1300,c093697
43,1,2016-01-05,p1012951,1,3000,c360109
43,2,2016-01-05,p1012811,1,2500,c360109
43,5,2016-01-05,p1089531,1,2600,c360109
47,7,2016-01-05,p1005771,1,1850,c292114
53,1,2016-01-05,p1162631,1,4600,c171257
53,4,2016-01-05,p1012751,2,2700,c171257
53,7,2016-01-05,p1246581,3,3408,c171257
53,8,2016-01-05,p1012951,1,3000,c171257
55,1,2016-01-05,p1097821,1,1000,c358320
57,1,2016-01-05,p1089531,1,2600,c140683
57,5,2016-01-05,p1005891,1,1950,c140683
61,1,2016-01-05,p1194801,-1,-8200,c353056
61,2,2016-01-05,p1089531,-1,-2600,c353056
63,4,2016-01-05,p1012751,1,1350,c070348
69,1,2016-01-05,p1246581,1,1136,c222561
73,1,2016-01-05,p1162631,1,4600,c365181
73,3,2016-01-05,p1006411,3,3273,c365181
75,1,2016-01-05,p1001771,1,3150,c238049
81,2,2016-01-05,p1005771,1,1850,c353616
81,3,2016-01-05,p1012751,1,1350,c353616
83,1,2016-01-05,p1175481,1,1300,c208697
97,2,2016-01-05,p1012751,1,1350,c181972
97,3,2016-01-05,p1178011,1,8800,c181972
99,5,2016-01-05,p1005891,1,1950,c037998
101,1,2016-01-05,p1089531,1,2600,c017522
103,2,2016-01-05,p1005891,2,3900,c100815
103,3,2016-01-05,p1072601,1,4600,c100815
103,7,2016-01-05,p1012581,1,1000,c100815
109,1,2016-01-05,p1178011,1,8800,c091211
109,2,2016-01-05,p1026741,1,2582,c091211
111,2,2016-01-05,p1175481,2,2600,c283989
115,1,2016-01-05,p1005771,2,3700,c055122
121,4,2016-01-05,p1001771,1,3150,c269408
121,5,2016-01-05,p1012761,1,1700,c269408
123,1,2016-01-05,p1175481,1,1300,c221347
131,2,2016-01-05,p1119071,2,2182,c131572
135,7,2016-01-05,p1097591,1,600,c238056
135,9,2016-01-05,p1013161,1,2900,c238056
135,11,2016-01-05,p1012811,1,2500,c238056
135,12,2016-01-05,p1100371,4,1600,c238056
139,1,2016-01-05,p1127201,1,3727,c268330
139,12,2016-01-05,p1194801,1,8200,c268330
141,3,2016-01-05,p1089531,1,2600,c050169
141,5,2016-01-05,p1097831,1,1455,c050169
141,11,2016-01-05,p1097591,1,600,c050169
141,12,2016-01-05,p1052661,1,1455,c050169
143,4,2016-01-05,p1012751,1,1350,c266280
149,4,2016-01-05,p1235451,1,1227,c185841
149,7,2016-01-05,p1005891,1,1950,c185841
149,8,2016-01-05,p1005771,1,1850,c185841
149,9,2016-01-05,p1089531,1,2600,c185841
149,11,2016-01-05,p1012951,1,3000,c185841
149,12,2016-01-05,p1012751,1,1350,c185841
149,13,2016-01-05,p1175481,1,1300,c185841
157,2,2016-01-05,p1178011,1,8800,c305163
157,3,2016-01-05,p1030071,1,3950,c305163
159,1,2016-01-05,p1139701,3,3135,c225387
161,1,2016-01-05,p1246581,1,1136,c302963
163,1,2016-01-05,p1005771,1,1850,c039743
163,2,2016-01-05,p1005891,1,1950,c039743
165,2,2016-01-05,p1100371,1,400,c218286
167,1,2016-01-05,p1246581,3,3408,c017554
169,1,2016-01-05,p1030071,1,3950,c335053
169,2,2016-01-05,p1175481,1,1300,c335053
171,2,2016-01-05,p1194801,1,8200,c337211
171,9,2016-01-05,p1012761,1,1700,c337211
179,3,2016-01-05,p1175481,1,1300,c090124
183,3,2016-01-05,p1139701,1,1045,c211169
187,4,2016-01-05,p1013161,1,2900,c217179
189,1,2016-01-05,p1175481,1,1300,c341969
189,2,2016-01-05,p1127201,1,3727,c341969
195,4,2016-01-05,p1072601,1,4600,c221444
195,5,2016-01-05,p1178011,1,8800,c221444
195,9,2016-01-05,p1194801,1,8200,c221444
195,11,2016-01-05,p1127201,1,3727,c221444
197,3,2016-01-05,p1175481,1,1300,c304973
199,2,2016-01-05,p1246581,2,2272,c017672
211,4,2016-01-05,p1097591,1,600,c343469
211,5,2016-01-05,p1012581,1,1000,c343469
211,7,2016-01-05,p1133371,2,2000,c343469
211,8,2016-01-05,p1194801,1,8200,c343469
211,9,2016-01-05,p1139701,1,1045,c343469
213,1,2016-01-05,p1005771,1,1850,c090006
215,1,2016-01-05,p1005771,-1,-1850,c090006
219,1,2016-01-05,p1178011,1,8800,c109152
227,1,2016-01-05,p1012581,1,1000,c070216
229,2,2016-01-05,p1072601,1,4600,c110521
233,2,2016-01-05,p1194801,1,8200,c343594
9,1,2016-01-05,p1012811,1,2500,c054396
9,2,2016-01-05,p1207281,1,2600,c054396
9,4,2016-01-05,p1012751,1,1350,c054396
9,5,2016-01-05,p1005891,1,1950,c054396
11,8,2016-01-05,p1246581,2,2272,c026318
11,9,2016-01-05,p1162631,1,4600,c026318
13,2,2016-01-05,p1012811,1,2500,c068423
19,6,2016-01-05,p1012581,1,1000,c309773
19,7,2016-01-05,p1005891,2,3900,c309773
19,8,2016-01-05,p1127201,1,3727,c309773
19,9,2016-01-05,p1207281,2,5200,c309773
23,1,2016-01-05,p1178011,1,8800,c093505
