DateTime,Count,Temperature,Humidity,WindSpeed,Visibility,Solar,Rainfall,Snowfall,Seasons,Holiday,FuncDay
2017-12-01 18:00:00,862,0.6,66,1.4,2000,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-01 19:00:00,600,0.0,77,1.7,2000,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-01 20:00:00,426,-0.3,79,1.5,1913,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-01 21:00:00,405,-0.8,81,0.8,1687,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-01 22:00:00,398,-0.9,83,1.5,1380,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-01 23:00:00,323,-1.3,84,1.0,1265,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-02 00:00:00,328,-1.8,87,1.1,994,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-02 01:00:00,308,-2.2,86,0.6,990,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-02 02:00:00,262,-2.9,86,1.5,1256,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-02 03:00:00,167,-3.5,81,2.2,1221,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-02 04:00:00,89,-3.8,79,2.0,1167,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-02 05:00:00,79,-4.0,79,1.5,1202,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-02 06:00:00,70,-4.3,82,2.1,1178,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-02 07:00:00,146,-4.4,81,2.5,1276,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-02 08:00:00,219,-4.2,79,2.1,1436,0.01,0.0,0.0,Winter,No Holiday,Yes
2017-12-02 09:00:00,328,-2.9,68,1.6,1487,0.3,0.0,0.0,Winter,No Holiday,Yes
2017-12-02 10:00:00,334,-0.4,57,1.6,1309,0.8,0.0,0.0,Winter,No Holiday,Yes
2017-12-02 11:00:00,388,1.9,49,1.8,1406,1.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-02 12:00:00,479,4.3,41,1.3,1666,1.09,0.0,0.0,Winter,No Holiday,Yes
2017-12-02 13:00:00,606,6.0,36,1.8,1780,1.12,0.0,0.0,Winter,No Holiday,Yes
2017-12-02 14:00:00,611,7.3,35,1.3,1955,0.99,0.0,0.0,Winter,No Holiday,Yes
2017-12-02 15:00:00,589,7.6,41,2.3,1953,0.74,0.0,0.0,Winter,No Holiday,Yes
2017-12-02 16:00:00,618,6.4,48,2.6,1945,0.22,0.0,0.0,Winter,No Holiday,Yes
2017-12-02 17:00:00,572,6.0,51,2.5,1891,0.06,0.0,0.0,Winter,No Holiday,Yes
2017-12-02 18:00:00,489,5.5,53,1.5,1697,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-02 19:00:00,385,5.0,52,2.3,1666,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-02 20:00:00,359,4.6,51,1.2,1585,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-02 21:00:00,377,4.1,55,1.2,1448,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-02 22:00:00,354,3.5,54,1.5,1446,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-02 23:00:00,366,4.0,56,1.0,1352,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-03 00:00:00,342,4.0,58,1.4,1296,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-03 01:00:00,227,3.9,69,1.7,485,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-03 02:00:00,228,3.3,79,1.4,830,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-03 03:00:00,117,3.4,71,1.6,1011,0.0,0.5,0.0,Winter,No Holiday,Yes
2017-12-03 04:00:00,76,3.5,73,1.0,1060,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-03 05:00:00,32,3.9,75,1.9,914,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-03 06:00:00,13,3.4,86,2.5,278,0.0,1.0,0.0,Winter,No Holiday,Yes
2017-12-03 07:00:00,22,3.1,91,1.2,129,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-03 08:00:00,85,3.2,92,1.8,244,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-03 09:00:00,152,3.5,91,1.8,231,0.02,2.5,0.0,Winter,No Holiday,Yes
2017-12-03 10:00:00,200,4.4,89,2.2,257,0.24,0.0,0.0,Winter,No Holiday,Yes
2017-12-03 11:00:00,273,5.1,87,1.4,321,0.25,0.0,0.0,Winter,No Holiday,Yes
2017-12-03 12:00:00,333,5.8,85,1.7,349,0.43,0.0,0.0,Winter,No Holiday,Yes
2017-12-03 13:00:00,495,6.8,81,1.9,390,0.6,0.0,0.0,Winter,No Holiday,Yes
2017-12-03 14:00:00,563,7.6,76,1.2,422,0.69,0.0,0.0,Winter,No Holiday,Yes
2017-12-03 15:00:00,621,8.0,73,1.6,433,0.53,0.0,0.0,Winter,No Holiday,Yes
2017-12-03 16:00:00,598,7.6,77,1.6,399,0.2,0.0,0.0,Winter,No Holiday,Yes
2017-12-03 17:00:00,545,6.7,82,1.5,358,0.05,0.0,0.0,Winter,No Holiday,Yes
2017-12-03 18:00:00,443,6.0,84,1.9,327,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-03 19:00:00,422,5.7,85,1.7,309,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-03 20:00:00,397,5.2,87,1.4,253,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-03 21:00:00,385,4.7,87,1.2,247,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-03 22:00:00,350,4.3,89,1.8,201,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-03 23:00:00,303,3.9,90,1.3,194,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-04 00:00:00,285,4.2,88,0.6,216,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-04 01:00:00,186,4.3,87,0.5,221,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-04 02:00:00,112,4.4,87,1.8,207,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-04 03:00:00,65,3.6,85,2.3,206,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-04 04:00:00,41,2.8,89,1.5,130,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-04 05:00:00,82,2.0,83,2.7,253,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-04 06:00:00,200,1.2,76,3.7,371,0.0,0.1,0.0,Winter,No Holiday,Yes
2017-12-04 07:00:00,498,0.2,68,3.4,702,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-04 08:00:00,937,-0.8,69,3.5,954,0.01,0.0,0.0,Winter,No Holiday,Yes
2017-12-04 09:00:00,509,-1.5,47,4.2,1888,0.22,0.0,0.0,Winter,No Holiday,Yes
2017-12-04 10:00:00,311,-1.1,40,4.5,2000,0.64,0.0,0.0,Winter,No Holiday,Yes
2017-12-04 11:00:00,379,-0.5,41,4.1,1799,0.94,0.0,0.0,Winter,No Holiday,Yes
2017-12-04 12:00:00,393,-0.3,38,4.8,1823,1.11,0.0,0.0,Winter,No Holiday,Yes
2017-12-04 13:00:00,391,0.0,30,5.4,1938,1.17,0.0,0.0,Winter,No Holiday,Yes
2017-12-04 14:00:00,338,0.1,27,4.5,2000,1.09,0.0,0.0,Winter,No Holiday,Yes
2017-12-04 15:00:00,341,-0.1,25,5.8,2000,0.88,0.0,0.0,Winter,No Holiday,Yes
2017-12-04 16:00:00,375,-0.2,23,4.7,2000,0.55,0.0,0.0,Winter,No Holiday,Yes
2017-12-04 17:00:00,515,-1.3,26,5.3,2000,0.18,0.0,0.0,Winter,No Holiday,Yes
2017-12-04 18:00:00,807,-2.1,29,3.9,2000,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-04 19:00:00,568,-2.9,32,3.2,2000,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-04 20:00:00,398,-3.6,38,3.0,2000,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-04 21:00:00,397,-4.6,43,4.5,2000,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-04 22:00:00,353,-5.3,45,2.5,2000,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-04 23:00:00,248,-5.8,44,2.4,2000,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-05 00:00:00,216,-6.1,42,2.6,2000,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-05 01:00:00,198,-6.5,41,2.8,2000,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-05 02:00:00,124,-6.8,41,2.5,2000,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-05 03:00:00,62,-6.9,39,2.0,2000,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-05 04:00:00,42,-7.2,34,3.0,2000,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-05 05:00:00,82,-7.4,33,2.6,2000,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-05 06:00:00,172,-7.4,34,3.2,2000,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-05 07:00:00,381,-7.5,33,2.2,2000,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-05 08:00:00,812,-8.1,36,1.6,2000,0.01,0.0,0.0,Winter,No Holiday,Yes
2017-12-05 09:00:00,462,-7.6,31,1.3,1974,0.21,0.0,0.0,Winter,No Holiday,Yes
2017-12-05 10:00:00,269,-5.5,26,2.8,1967,0.64,0.0,0.0,Winter,No Holiday,Yes
2017-12-05 11:00:00,334,-3.9,25,0.0,1959,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-05 12:00:00,321,-2.3,25,0.0,1962,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-05 13:00:00,325,-1.6,27,0.0,1955,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-05 14:00:00,334,-1.1,28,0.0,2000,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-05 15:00:00,353,-0.7,28,0.0,2000,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-05 16:00:00,435,-0.5,30,0.0,2000,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-05 17:00:00,529,-1.6,35,0.0,2000,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-05 18:00:00,789,-2.6,40,0.0,2000,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-05 19:00:00,597,-3.2,45,0.0,2000,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-05 20:00:00,418,-3.5,46,0.0,2000,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-05 21:00:00,415,-3.7,47,0.0,2000,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-05 22:00:00,393,-2.8,49,0.0,2000,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-05 23:00:00,244,-2.5,59,0.0,1210,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-06 00:00:00,145,-2.8,77,0.0,331,0.0,0.1,0.1,Winter,No Holiday,Yes
2017-12-06 01:00:00,144,-3.0,79,0.0,293,0.0,0.0,0.3,Winter,No Holiday,Yes
2017-12-06 02:00:00,117,-3.0,79,0.0,1862,0.0,0.0,0.4,Winter,No Holiday,Yes
2017-12-06 03:00:00,78,-3.2,78,0.0,1808,0.0,0.2,0.4,Winter,No Holiday,Yes
2017-12-06 04:00:00,58,-3.4,75,0.0,1982,0.0,0.0,0.4,Winter,No Holiday,Yes
2017-12-06 05:00:00,87,-3.6,76,0.0,1934,0.0,0.0,0.4,Winter,No Holiday,Yes
2017-12-06 06:00:00,142,-3.7,76,0.0,1864,0.0,0.0,0.4,Winter,No Holiday,Yes
2017-12-06 07:00:00,379,-4.2,77,0.0,1741,0.0,0.0,0.3,Winter,No Holiday,Yes
2017-12-06 08:00:00,802,-4.2,78,0.0,1518,0.01,0.0,0.2,Winter,No Holiday,Yes
2017-12-06 09:00:00,440,-3.3,70,0.0,1324,0.25,0.0,0.2,Winter,No Holiday,Yes
2017-12-06 10:00:00,307,-0.9,64,0.0,1224,0.63,0.0,0.2,Winter,No Holiday,Yes
2017-12-06 11:00:00,381,1.6,57,1.2,1261,0.93,0.0,0.0,Winter,No Holiday,Yes
2017-12-06 12:00:00,405,2.4,52,0.9,1224,1.08,0.0,0.0,Winter,No Holiday,Yes
2017-12-06 13:00:00,442,4.2,47,1.1,1469,1.1,0.0,0.0,Winter,No Holiday,Yes
2017-12-06 14:00:00,416,5.5,34,1.0,1966,0.96,0.0,0.0,Winter,No Holiday,Yes
2017-12-06 15:00:00,412,5.5,31,3.1,1968,0.72,0.0,0.0,Winter,No Holiday,Yes
2017-12-06 16:00:00,496,5.3,37,2.9,2000,0.36,0.0,0.0,Winter,No Holiday,Yes
2017-12-06 17:00:00,239,4.1,60,2.5,1565,0.1,0.0,0.0,Winter,No Holiday,Yes
2017-12-06 18:00:00,204,1.7,90,1.0,66,0.0,0.3,0.3,Winter,No Holiday,Yes
2017-12-06 19:00:00,205,1.2,92,0.7,180,0.0,0.0,1.0,Winter,No Holiday,Yes
2017-12-06 20:00:00,190,1.2,94,0.6,228,0.0,0.0,1.0,Winter,No Holiday,Yes
2017-12-06 21:00:00,165,1.1,92,0.5,235,0.0,0.7,1.0,Winter,No Holiday,Yes
2017-12-06 22:00:00,222,1.3,92,0.6,233,0.0,0.0,1.0,Winter,No Holiday,Yes
2017-12-06 23:00:00,193,1.3,92,0.6,209,0.0,0.0,1.0,Winter,No Holiday,Yes
2017-12-07 00:00:00,198,1.4,92,0.5,240,0.0,0.0,0.9,Winter,No Holiday,Yes
2017-12-07 01:00:00,218,1.5,92,0.4,227,0.0,0.0,0.9,Winter,No Holiday,Yes
2017-12-07 02:00:00,149,1.4,92,0.7,168,0.0,0.0,0.9,Winter,No Holiday,Yes
2017-12-07 03:00:00,102,1.9,91,1.4,218,0.0,0.0,0.9,Winter,No Holiday,Yes
2017-12-07 04:00:00,62,1.6,92,0.7,119,0.0,0.0,0.9,Winter,No Holiday,Yes
2017-12-07 05:00:00,83,1.5,92,1.1,175,0.0,0.0,0.9,Winter,No Holiday,Yes
2017-12-07 06:00:00,137,1.0,93,0.5,148,0.0,0.0,0.9,Winter,No Holiday,Yes
2017-12-07 07:00:00,367,0.3,93,0.5,173,0.0,0.0,0.9,Winter,No Holiday,Yes
2017-12-07 08:00:00,754,-0.2,96,0.8,173,0.01,0.0,0.8,Winter,No Holiday,Yes
2017-12-07 09:00:00,415,0.1,91,0.8,265,0.14,0.0,0.8,Winter,No Holiday,Yes
2017-12-07 10:00:00,321,1.1,83,0.7,311,0.41,0.0,0.7,Winter,No Holiday,Yes
2017-12-07 11:00:00,333,2.3,69,1.7,628,0.63,0.0,0.6,Winter,No Holiday,Yes
2017-12-07 12:00:00,431,3.7,65,2.4,833,0.98,0.0,0.3,Winter,No Holiday,Yes
2017-12-07 13:00:00,394,4.1,37,3.1,1767,1.14,0.0,0.0,Winter,No Holiday,Yes
2017-12-07 14:00:00,390,4.4,36,2.7,1975,1.04,0.0,0.0,Winter,No Holiday,Yes
2017-12-07 15:00:00,430,4.0,35,3.1,1962,0.84,0.0,0.0,Winter,No Holiday,Yes
2017-12-07 16:00:00,471,3.2,38,2.9,1817,0.51,0.0,0.0,Winter,No Holiday,Yes
2017-12-07 17:00:00,552,2.1,50,2.0,1434,0.15,0.0,0.0,Winter,No Holiday,Yes
2017-12-07 18:00:00,795,0.7,46,2.7,1558,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-07 19:00:00,507,-0.4,47,2.5,1269,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-07 20:00:00,390,-1.4,47,2.5,1620,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-07 21:00:00,402,-2.2,46,2.2,1975,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-07 22:00:00,389,-2.7,48,2.6,1844,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-07 23:00:00,259,-3.2,50,2.1,1887,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-08 00:00:00,233,-3.5,49,2.6,1893,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-08 01:00:00,230,-3.7,50,2.5,1902,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-08 02:00:00,131,-4.3,53,1.0,1918,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-08 03:00:00,99,-4.8,52,1.6,1978,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-08 04:00:00,71,-5.3,53,2.4,1936,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-08 05:00:00,84,-5.8,56,2.0,1941,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-08 06:00:00,158,-6.0,56,3.5,1853,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-08 07:00:00,387,-6.5,57,0.8,1776,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-08 08:00:00,780,-7.0,59,0.8,1559,0.01,0.0,0.0,Winter,No Holiday,Yes
2017-12-08 09:00:00,395,-6.7,50,0.9,1492,0.23,0.0,0.0,Winter,No Holiday,Yes
2017-12-08 10:00:00,261,-5.3,44,2.8,1516,0.63,0.0,0.0,Winter,No Holiday,Yes
2017-12-08 11:00:00,310,-3.7,39,1.4,1595,0.93,0.0,0.0,Winter,No Holiday,Yes
2017-12-08 12:00:00,355,-2.0,30,1.4,1728,1.14,0.0,0.0,Winter,No Holiday,Yes
2017-12-08 13:00:00,354,-1.7,28,1.8,1963,1.22,0.0,0.0,Winter,No Holiday,Yes
2017-12-08 14:00:00,350,-1.3,27,3.1,1906,1.12,0.0,0.0,Winter,No Holiday,Yes
2017-12-08 15:00:00,362,-0.8,26,3.3,1977,0.87,0.0,0.0,Winter,No Holiday,Yes
2017-12-08 16:00:00,401,-1.1,24,3.4,2000,0.56,0.0,0.0,Winter,No Holiday,Yes
2017-12-08 17:00:00,500,-2.4,30,2.7,2000,0.18,0.0,0.0,Winter,No Holiday,Yes
2017-12-08 18:00:00,752,-3.1,33,1.2,2000,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-08 19:00:00,477,-3.3,35,1.1,2000,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-08 20:00:00,384,-3.3,34,1.5,2000,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-08 21:00:00,336,-3.3,35,0.5,2000,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-08 22:00:00,347,-3.4,39,1.2,2000,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-08 23:00:00,275,-3.5,43,0.9,2000,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-09 00:00:00,267,-3.5,48,0.9,1967,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-09 01:00:00,296,-4.1,49,0.6,2000,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-09 02:00:00,237,-4.7,50,0.7,1983,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-09 03:00:00,169,-4.3,47,0.6,1992,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-09 04:00:00,96,-4.3,49,0.7,2000,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-09 05:00:00,56,-4.7,49,0.8,1999,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-09 06:00:00,76,-5.1,53,0.9,1975,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-09 07:00:00,127,-5.5,56,0.8,1950,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-09 08:00:00,222,-5.4,56,0.7,1940,0.01,0.0,0.0,Winter,No Holiday,Yes
2017-12-09 09:00:00,291,-4.7,48,1.0,1784,0.23,0.0,0.0,Winter,No Holiday,Yes
2017-12-09 10:00:00,273,-2.2,42,1.3,1646,0.61,0.0,0.0,Winter,No Holiday,Yes
2017-12-09 11:00:00,351,0.0,45,1.1,1500,0.89,0.0,0.0,Winter,No Holiday,Yes
2017-12-09 12:00:00,427,2.4,40,0.8,1809,1.05,0.0,0.0,Winter,No Holiday,Yes
2017-12-09 13:00:00,431,3.9,36,2.0,1702,1.13,0.0,0.0,Winter,No Holiday,Yes
2017-12-09 14:00:00,486,4.7,32,2.2,1948,1.06,0.0,0.0,Winter,No Holiday,Yes
2017-12-09 15:00:00,569,5.2,30,2.0,1963,0.84,0.0,0.0,Winter,No Holiday,Yes
2017-12-09 16:00:00,546,4.4,33,1.6,1963,0.4,0.0,0.0,Winter,No Holiday,Yes
2017-12-09 17:00:00,481,3.5,37,1.8,1963,0.1,0.0,0.0,Winter,No Holiday,Yes
2017-12-09 18:00:00,384,2.5,41,1.0,1974,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-09 19:00:00,275,1.5,48,0.4,1878,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-09 20:00:00,298,0.8,51,1.4,1848,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-09 21:00:00,321,-0.1,55,0.7,1654,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-09 22:00:00,289,-0.5,55,0.6,1655,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-09 23:00:00,265,-0.1,54,1.3,1570,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-10 00:00:00,326,-0.2,55,1.0,1629,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-10 01:00:00,280,-0.2,54,0.5,1747,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-10 02:00:00,243,0.2,52,0.7,1726,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-10 03:00:00,169,0.3,53,0.5,1748,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-10 04:00:00,71,0.4,52,1.6,1816,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-10 05:00:00,13,0.3,74,1.0,178,0.0,0.0,0.7,Winter,No Holiday,Yes
2017-12-10 06:00:00,9,-0.5,90,0.9,91,0.0,2.5,2.7,Winter,No Holiday,Yes
2017-12-10 07:00:00,20,-0.4,92,1.1,121,0.0,0.0,4.0,Winter,No Holiday,Yes
2017-12-10 08:00:00,35,-0.2,90,1.2,378,0.0,0.0,4.1,Winter,No Holiday,Yes
2017-12-10 09:00:00,31,0.2,90,1.0,305,0.0,1.6,4.3,Winter,No Holiday,Yes
2017-12-10 10:00:00,19,0.5,91,0.4,143,0.0,0.0,4.3,Winter,No Holiday,Yes
2017-12-10 11:00:00,58,0.9,92,0.9,137,0.03,0.0,3.9,Winter,No Holiday,Yes
2017-12-10 12:00:00,119,2.3,88,0.3,245,0.28,0.0,3.1,Winter,No Holiday,Yes
2017-12-10 13:00:00,182,3.3,87,1.1,230,0.54,0.0,2.1,Winter,No Holiday,Yes
2017-12-10 14:00:00,235,4.2,85,0.7,325,0.65,0.0,1.4,Winter,No Holiday,Yes
2017-12-10 15:00:00,180,6.7,63,4.5,715,0.35,0.0,1.0,Winter,No Holiday,Yes
2017-12-10 16:00:00,214,5.4,71,3.5,622,0.2,0.0,0.5,Winter,No Holiday,Yes
2017-12-10 17:00:00,226,3.6,65,4.3,1061,0.03,0.0,0.4,Winter,No Holiday,Yes
2017-12-10 18:00:00,210,2.0,61,3.0,2000,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-10 19:00:00,181,1.6,53,4.0,2000,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-10 20:00:00,165,0.6,57,3.9,1954,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-10 21:00:00,167,0.0,59,3.0,1862,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-10 22:00:00,152,-1.0,56,4.7,2000,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-10 23:00:00,148,-1.4,43,4.3,2000,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-11 00:00:00,125,-2.5,39,3.4,2000,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-11 01:00:00,111,-3.4,36,3.8,2000,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-11 02:00:00,67,-4.2,35,3.4,2000,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-11 03:00:00,45,-4.7,38,2.4,2000,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-11 04:00:00,44,-5.2,35,3.2,2000,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-11 05:00:00,86,-5.6,38,3.2,1974,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-11 06:00:00,136,-5.9,39,2.9,1979,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-11 07:00:00,325,-6.0,39,3.1,1996,0.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-11 08:00:00,653,-6.0,38,3.6,1994,0.01,0.0,0.0,Winter,No Holiday,Yes
2017-12-11 09:00:00,326,-5.9,36,5.1,1941,0.1,0.0,0.0,Winter,No Holiday,Yes
2017-12-11 10:00:00,212,-5.3,32,4.5,2000,0.62,0.0,0.0,Winter,No Holiday,Yes
2017-12-11 11:00:00,226,-4.7,36,3.8,2000,1.0,0.0,0.0,Winter,No Holiday,Yes
2017-12-11 12:00:00,247,-5.2,33,4.6,1973,1.26,0.0,0.0,Winter,No Holiday,Yes
2017-12-11 13:00:00,241,-5.4,32,5.1,1986,1.24,0.0,0.0,Winter,No Holiday,Yes
2017-12-11 14:00:00,253,-5.4,31,4.1,1945,1.13,0.0,0.0,Winter,No Holiday,Yes
